G3E_FID,MUNICIPIO,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,CUCHILL_CODE,TIPO_RED,TENSION,FASES,USO,LATITUDE,LONGITUDE,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,SUBESTACI1,NUMERO_FAS,MUNICIPIO_CODE,SUBREGION
12401551,TURBO,URABA,411-43,411-43,OPEN,C487,SUBTRANSMISION,44.0,RST,NORMAL,8.19759,-76.74483000000001,2010-05-28,2018-08-09,RURAL,57801336,57801337,URABA,3F,5837,TURBO
12403879,APARTADÓ,APARTADO,401-16,401-16,CLOSED,C4381,PRIMARIA,13.2,STR,NORMAL,7.84696,-76.64265,2010-06-01,2020-04-30,RURAL,47636944,57389828,APARTADO,3F,5045,APARTADO
12405916,TURBO,TURBO,402-13,411-13,OPEN,C4184,PRIMARIA,13.2,RST,NORMAL,8.12762,-76.68843000000001,2010-06-03,2018-07-07,RURAL,57171689,57261691,TURBO,3F,5837,TURBO
12406349,TURBO,URABA,411-13,411-13,CLOSED,C447,PRIMARIA,13.2,RST,NORMAL,8.06038,-76.6567,2010-06-04,2012-09-20,RURAL,57393503,57261866,URABA,3F,5837,TURBO
12409388,CAREPA,CAREPA,412-11,412-11,CLOSED,C4166,PRIMARIA,13.2,TRS,NORMAL,7.76423,-76.65819,2010-06-10,2020-05-04,RURAL,57262859,57262860,CAREPA,3F,5147,APARTADO
12409413,CAREPA,CAREPA,412-12,412-12,CLOSED,C420,PRIMARIA,13.2,RST,NORMAL,7.758889999999999,-76.65686,2010-06-10,2017-06-09,URBANO,47646336,57387485,CAREPA,3F,5147,APARTADO
12409417,CAREPA,CAREPA,412-12,412-12,CLOSED,C421,PRIMARIA,13.2,TSR,NORMAL,7.75707,-76.65583000000001,2010-06-10,2011-09-13,URBANO,57262877,57262878,CAREPA,3F,5147,APARTADO
12418797,CAREPA,CAREPA,412-12,412-12,CLOSED,CT423,PRIMARIA,13.2,TSR,NORMAL,7.7564,-76.65297,2010-06-29,2014-05-09,URBANO,57166342,57265965,CAREPA,3F,5147,APARTADO
12426932,CAREPA,ZUNGO,405-13,405-12,OPEN,C4102,PRIMARIA,13.2,RST,NORMAL,7.85087,-76.74199,2010-07-09,2017-05-09,RURAL,47638522,57268728,ZUNGO,3F,5147,APARTADO
12451598,TURBO,TURBO,402-12,402-12,CLOSED,C4174,PRIMARIA,13.2,TSR,NORMAL,8.10041,-76.73131,2010-08-17,2017-07-17,URBANO,57364037,57364038,TURBO,3F,5837,TURBO
12451644,TURBO,TURBO,402-14,402-14,CLOSED,C4771,PRIMARIA,13.2,TSR,NORMAL,8.10211,-76.73065,2010-08-17,2016-07-06,RURAL,57357894,57743155,TURBO,3F,5837,TURBO
12451679,TURBO,TURBO,402-16,402-16,OPEN,C439,PRIMARIA,13.2,RST,NORMAL,8.09253,-76.72569,2010-08-17,2017-07-24,URBANO,57276983,57276985,TURBO,3F,5837,TURBO
12451919,TURBO,TURBO,402-16,402-16,CLOSED,C4117,PRIMARIA,13.2,RST,NORMAL,8.1005,-76.73134,2010-08-17,2017-07-14,URBANO,57363706,57363707,TURBO,3F,5837,TURBO
12452041,TURBO,TURBO,402-15,402-15,CLOSED,C4167,PRIMARIA,13.2,RST,NORMAL,8.10205,-76.73065,2010-08-18,2016-07-06,URBANO,57277141,57277142,TURBO,3F,5837,TURBO
12453834,TURBO,TURBO,402-14,402-14,OPEN,C431,PRIMARIA,13.2,RST,NORMAL,8.09868,-76.72944,2010-08-20,2018-07-07,URBANO,57277726,57277727,TURBO,3F,5837,TURBO
12455458,APARTADÓ,APARTADO,401-45,401-45,CLOSED,C41074,SUBTRANSMISION,44.0,TSR,NORMAL,7.88507,-76.63179000000001,2010-08-24,2019-07-02,URBANO,57527715,57833681,APARTADO,3F,5045,APARTADO
12461706,APARTADÓ,APARTADO,401-41,401-41,CLOSED,C4145,SUBTRANSMISION,44.0,TSR,NORMAL,7.877280000000001,-76.63373,2010-09-02,2018-07-07,URBANO,57425989,57425990,APARTADO,3F,5045,APARTADO
12470686,TURBO,URABA,411-12,411-13,OPEN,C445,PRIMARIA,13.2,RST,NORMAL,8.0525,-76.6543,2010-09-13,2012-02-01,RURAL,57283239,47674613,URABA,3F,5837,TURBO
12490849,ARBOLETES,S.PEDRO URABA,407-41,407-41,CLOSED,C475,SUBTRANSMISION,44.0,TSR,NORMAL,8.68615,-76.42243,2010-10-11,2017-09-13,RURAL,57837117,57604701,S.PEDRO URABA,3F,5051,TURBO
12490853,ARBOLETES,S.PEDRO URABA,407-41,407-41,CLOSED,C451,SUBTRANSMISION,44.0,TSR,NORMAL,8.68441,-76.41655,2010-10-11,2019-05-20,RURAL,57289812,57289814,S.PEDRO URABA,3F,5051,TURBO
12490856,ARBOLETES,S.PEDRO URABA,407-41,407-41,CLOSED,C4105,SUBTRANSMISION,44.0,RST,NORMAL,8.54125,-76.37661,2010-10-11,2012-08-28,RURAL,57438948,57438949,S.PEDRO URABA,3F,5051,TURBO
12498527,CAREPA,ZUNGO,405-11,405-11,CLOSED,C404,PRIMARIA,13.2,RST,NORMAL,7.8267,-76.73104000000001,2010-10-20,2019-07-02,RURAL,57292075,57292076,ZUNGO,3F,5147,APARTADO
12517399,TURBO,URABA,411-44,411-44,CLOSED,C4101,SUBTRANSMISION,44.0,TSR,NORMAL,8.136569999999999,-76.55193,2010-11-09,2012-09-10,RURAL,57298864,57298865,URABA,3F,5837,TURBO
12523273,NECOCLÍ,NECOCLI,415-12,415-11,OPEN,C408,PRIMARIA,13.2,RST,NORMAL,8.42452,-76.78161999999999,2010-11-16,2018-07-07,URBANO,57300994,57296144,NECOCLI,3F,5490,TURBO
12541666,SAN PEDRO DE URABÁ,URABA,411-44,411-44,CLOSED,C4137,SUBTRANSMISION,44.0,RST,NORMAL,8.28739,-76.39017,2010-12-02,2018-07-07,URBANO,57307626,57678625,URABA,3F,5665,TURBO
12647992,NECOCLÍ,NECOCLI,415-13,415-13,OPEN,C409,PRIMARIA,13.2,TSR,NORMAL,8.497869999999999,-76.71491,2011-02-23,2020-04-02,RURAL,58678276,58678282,NECOCLI,3F,5490,TURBO
12665851,APARTADÓ,APARTADO,401-42,401-42,CLOSED,C4122,SUBTRANSMISION,44.0,TSR,NORMAL,7.87321,-76.63537,2011-03-29,2018-07-07,URBANO,57436355,57436356,APARTADO,3F,5045,APARTADO
12674896,TURBO,URABA,411-44,411-44,CLOSED,C4100,SUBTRANSMISION,44.0,TSR,NORMAL,8.070310000000001,-76.65685,2011-04-07,2012-09-05,RURAL,57341193,57341194,URABA,3F,5837,TURBO
12701886,APARTADÓ,CAREPA,412-13,412-13,CLOSED,C4164,PRIMARIA,13.2,SRT,NORMAL,7.80213,-76.65178,2011-05-25,2019-07-15,RURAL,57958972,57958967,CAREPA,3F,5045,APARTADO
12702586,TURBO,URABA,411-13,411-13,OPEN,C448,PRIMARIA,13.2,RST,NORMAL,8.08331,-76.66445,2011-05-26,2013-04-23,RURAL,57351828,57351835,URABA,3F,5837,TURBO
12702596,TURBO,URABA,411-13,411-13,CLOSED,C449,PRIMARIA,13.2,TSR,NORMAL,8.090010000000001,-76.66606999999999,2011-05-26,2012-04-21,RURAL,57351836,57351837,URABA,3F,5837,TURBO
12703175,NECOCLÍ,NECOCLI,415-11,415-11,CLOSED,C407,PRIMARIA,13.2,RST,NORMAL,8.42408,-76.78505,2011-05-26,2018-07-07,URBANO,57355282,57355283,NECOCLI,3F,5490,TURBO
12703207,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,C4159,PRIMARIA,13.2,RST,NORMAL,8.762080000000001,-76.5203,2011-05-26,2018-07-07,RURAL,47641215,57419119,ARBOLETES,3F,5659,TURBO
12703212,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,C44374,PRIMARIA,13.2,RST,NORMAL,8.76132,-76.52718,2011-05-26,2018-07-07,URBANO,47641173,57352195,ARBOLETES,3F,5659,TURBO
12704450,TURBO,CIRILO,413-11,413-11,CLOSED,C412,PRIMARIA,7.621,R,NORMAL,8.19102,-76.74286,2011-05-30,2014-04-08,RURAL,57352679,57352680,CIRILO,1F,5837,TURBO
12711800,TURBO,NUEVA COLONIA,406-11,406-11,CLOSED,C41373,PRIMARIA,13.2,TSR,NORMAL,7.9361,-76.69398000000001,2011-06-09,2011-12-13,RURAL,57384810,57386344,NUEVA COLONIA,3F,5837,TURBO
12726159,NECOCLÍ,LA ATOYOSA,414-11,414-11,CLOSED,C43473,PRIMARIA,13.2,TSR,NORMAL,8.5412,-76.62546,2011-07-13,2018-07-07,RURAL,57361831,57361832,LA ATOYOSA,3F,5490,TURBO
12731092,APARTADÓ,APARTADO,401-11,401-11,CLOSED,C41190,PRIMARIA,13.2,STR,NORMAL,7.8902,-76.63038,2011-07-27,2018-07-07,URBANO,57363718,57363720,APARTADO,3F,5045,APARTADO
12735861,MUTATÁ,CAUCHERAS,404-12,404-12,CLOSED,C418,PRIMARIA,13.2,TSR,NORMAL,7.3613100000000005,-76.55893,2011-08-12,2018-07-07,RURAL,57365615,47637525,CAUCHERAS,3F,5480,APARTADO
12736226,CAREPA,CAREPA,412-13,412-13,CLOSED,C41468,PRIMARIA,13.2,SRT,NORMAL,7.77693,-76.65661999999999,2011-08-16,2019-11-19,RURAL,51147499,57987346,CAREPA,3F,5147,APARTADO
12736232,CAREPA,CAREPA,412-11,412-11,CLOSED,C41467,PRIMARIA,13.2,RST,NORMAL,7.77685,-76.65665,2011-08-16,2019-11-18,RURAL,51147477,57851532,CAREPA,3F,5147,APARTADO
12736240,CAREPA,CAREPA,412-12,412-12,CLOSED,C41470,PRIMARIA,13.2,TSR,NORMAL,7.77685,-76.65658,2011-08-16,2019-11-20,RURAL,51147489,57365783,CAREPA,3F,5147,APARTADO
12736245,CAREPA,CAREPA,412-14,412-14,CLOSED,C41469,PRIMARIA,13.2,TSR,NORMAL,7.77687,-76.65656,2011-08-16,2019-11-20,RURAL,57365785,57365791,CAREPA,3F,5147,APARTADO
12736880,MUTATÁ,CAUCHERAS,404-12,404-12,CLOSED,C416,PRIMARIA,13.2,TSR,NORMAL,7.33909,-76.49028,2011-08-17,2018-07-07,RURAL,57366129,57366130,CAUCHERAS,3F,5480,APARTADO
12739556,CHIGORODÓ,CAUCHERAS,404-12,404-12,CLOSED,C41073,PRIMARIA,13.2,TSR,NORMAL,7.49872,-76.57944,2011-08-23,2018-07-07,RURAL,57367183,57367184,CAUCHERAS,3F,5172,APARTADO
12743128,MUTATÁ,CAUCHERAS,404-11,404-11,CLOSED,C4967,PRIMARIA,7.621,T,NORMAL,7.23908,-76.43330999999999,2011-09-01,2020-03-25,RURAL,58015689,58015690,CAUCHERAS,1F,5480,APARTADO
12743136,MUTATÁ,CAUCHERAS,404-11,404-11,CLOSED,C4968,PRIMARIA,7.621,T,NORMAL,7.238989999999999,-76.43329,2011-09-01,2020-03-25,RURAL,58015691,58015692,CAUCHERAS,1F,5480,APARTADO
12747127,TURBO,URABA,411-42,411-42,CLOSED,C4121,SUBTRANSMISION,44.0,TSR,NORMAL,8.1261,-76.69163,2011-09-09,2018-07-07,RURAL,57370030,57370031,URABA,3F,5837,TURBO
12752395,CAREPA,CAREPA,412-13,412-13,CLOSED,C41169,PRIMARIA,13.2,SRT,NORMAL,7.786560000000001,-76.65454,2011-09-20,2019-03-01,RURAL,57621638,57372407,CAREPA,3F,5147,APARTADO
12763098,APARTADÓ,CAREPA,412-13,412-13,CLOSED,C41173,PRIMARIA,13.2,SRT,NORMAL,7.79445,-76.6528,2011-10-08,2018-07-07,RURAL,47646518,57375205,CAREPA,3F,5045,APARTADO
12767124,APARTADÓ,APARTADO,401-15,401-13,OPEN,C41076,PRIMARIA,13.2,STR,NORMAL,7.88555,-76.63452,2011-10-13,2018-07-07,URBANO,57275337,57376586,APARTADO,3F,5045,APARTADO
12770803,APARTADÓ,APARTADO,401-15,401-15,CLOSED,C433,PRIMARIA,13.2,STR,NORMAL,7.87706,-76.61706,2011-10-21,2018-07-07,URBANO,47633373,57377932,APARTADO,3F,5045,APARTADO
12771730,APARTADÓ,APARTADO,401-14,401-14,CLOSED,C4868,PRIMARIA,13.2,STR,NORMAL,7.879739999999999,-76.62169,2011-10-24,2018-07-07,URBANO,57378262,57378265,APARTADO,3F,5045,APARTADO
12771738,APARTADÓ,APARTADO,401-15,401-15,CLOSED,C4767,PRIMARIA,13.2,STR,NORMAL,7.87975,-76.62168,2011-10-24,2018-07-07,URBANO,47633364,57378266,APARTADO,3F,5045,APARTADO
12772313,APARTADÓ,APARTADO,401-17,401-17,CLOSED,C41623,PRIMARIA,13.2,RTS,NORMAL,7.87333,-76.61944,2011-10-25,2018-07-07,URBANO,47633910,57378466,APARTADO,3F,5045,APARTADO
12772887,APARTADÓ,APARTADO,401-17,401-17,CLOSED,C41624,PRIMARIA,13.2,RTS,NORMAL,7.876580000000001,-76.62524,2011-10-26,2018-07-07,URBANO,57378636,57378638,APARTADO,3F,5045,APARTADO
12775457,TURBO,TURBO,402-11,402-11,CLOSED,C4189,PRIMARIA,13.2,TSR,NORMAL,8.1003,-76.7318,2011-10-31,2013-06-11,URBANO,57399251,57399252,TURBO,3F,5837,TURBO
12781213,APARTADÓ,APARTADO,401-13,401-13,CLOSED,C4478,PRIMARIA,13.2,RST,NORMAL,7.887810000000001,-76.63105999999999,2011-11-10,2018-07-07,URBANO,47633108,57381531,APARTADO,3F,5045,APARTADO
12783413,APARTADÓ,APARTADO,401-13,401-13,CLOSED,C4481,PRIMARIA,13.2,RTS,NORMAL,7.8902,-76.6364,2011-11-16,2018-07-07,URBANO,57382327,57382328,APARTADO,3F,5045,APARTADO
12789276,SAN JUAN DE URABÁ,LA ATOYOSA,414-13,409-12,OPEN,C455,PRIMARIA,13.2,RST,NORMAL,8.71914,-76.50227,2011-11-28,2018-10-25,RURAL,57452594,57494822,LA ATOYOSA,3F,5659,TURBO
12797865,CAREPA,CAREPA,412-14,412-14,CLOSED,C4119,PRIMARIA,13.2,RST,NORMAL,7.75968,-76.6556,2011-12-19,2017-08-29,URBANO,57373268,57387463,CAREPA,3F,5147,APARTADO
12798190,CAREPA,CAREPA,412-12,412-11,OPEN,C4357,PRIMARIA,13.2,TSR,NORMAL,7.7561,-76.65649,2011-12-19,2013-01-22,URBANO,57387650,57366647,CAREPA,3F,5147,APARTADO
12805475,APARTADÓ,APARTADO,401-16,401-16,CLOSED,C4382,PRIMARIA,13.2,RTS,NORMAL,7.84611,-76.64488,2012-01-11,2020-03-04,RURAL,58010909,58010913,APARTADO,3F,5045,APARTADO
12805546,APARTADÓ,APARTADO,401-16,401-16,CLOSED,C4383,PRIMARIA,13.2,RTS,NORMAL,7.84618,-76.64495,2012-01-11,2020-03-04,RURAL,58010932,58010937,APARTADO,3F,5045,APARTADO
12807599,CHIGORODÓ,CHIGORODO,403-14,403-14,CLOSED,C4482,PRIMARIA,13.2,RST,NORMAL,7.68203,-76.6767,2012-01-16,2018-07-07,RURAL,57391023,47635500,CHIGORODO,3F,5172,APARTADO
12808199,APARTADÓ,APARTADO,401-16,401-16,CLOSED,C4378,PRIMARIA,13.2,STR,NORMAL,7.86735,-76.63663000000001,2012-01-17,2018-07-07,URBANO,47636998,57451156,APARTADO,3F,5045,APARTADO
12808887,CHIGORODÓ,CHIGORODO,403-12,403-12,CLOSED,C4484,PRIMARIA,13.2,TSR,NORMAL,7.67068,-76.69075,2012-01-19,2018-07-07,URBANO,47635297,57391514,CHIGORODO,3F,5172,APARTADO
12815880,TURBO,URABA,411-13,411-13,CLOSED,C4112,PRIMARIA,13.2,ST,NORMAL,8.093169999999999,-76.61461,2012-02-03,2019-08-14,RURAL,57394056,57394058,URABA,2F,5837,TURBO
12829182,APARTADÓ,APARTADO,401-13,401-13,CLOSED,C4475,PRIMARIA,13.2,RTS,NORMAL,7.88112,-76.62366999999999,2012-02-23,2018-07-07,URBANO,57398608,57398609,APARTADO,3F,5045,APARTADO
12831220,NECOCLÍ,NECOCLI,415-12,415-12,CLOSED,C41198,PRIMARIA,13.2,STR,NORMAL,8.41313,-76.75604,2012-02-27,2018-07-07,RURAL,57399260,57399262,NECOCLI,3F,5490,TURBO
12831228,NECOCLÍ,NECOCLI,415-12,415-12,CLOSED,C41199,PRIMARIA,13.2,STR,NORMAL,8.41317,-76.7559,2012-02-27,2018-07-07,RURAL,57399266,57399267,NECOCLI,3F,5490,TURBO
12831864,TURBO,TURBO,402-11,402-12,OPEN,C4187,PRIMARIA,13.2,TSR,NORMAL,8.08365,-76.74211,2012-02-27,2017-07-17,URBANO,47633990,47634061,TURBO,3F,5837,TURBO
12839919,ARBOLETES,ARBOLETES,409-12,409-12,CLOSED,C4374,PRIMARIA,7.621,T,NORMAL,8.79566,-76.41711,2012-03-12,2019-08-27,RURAL,57968038,57968039,ARBOLETES,1F,5051,TURBO
12840646,APARTADÓ,APARTADO,401-18,401-18,CLOSED,C4667,PRIMARIA,13.2,STR,NORMAL,7.87326,-76.61859,2012-03-13,2018-07-07,RURAL,57402121,57402122,APARTADO,3F,5045,APARTADO
12846021,TURBO,TURBO,402-12,402-14,OPEN,C430,PRIMARIA,13.2,TSR,NORMAL,8.10148,-76.73051,2012-03-26,2017-07-17,URBANO,57403761,47634492,TURBO,3F,5837,TURBO
12846184,TURBO,TURBO,402-13,402-13,CLOSED,C41091,PRIMARIA,13.2,TSR,NORMAL,8.11283,-76.7218,2012-03-26,2012-04-19,RURAL,57403859,57403860,TURBO,3F,5837,TURBO
12847812,TURBO,TURBO,402-13,402-13,CLOSED,C41084,PRIMARIA,13.2,TSR,NORMAL,8.11588,-76.71161,2012-03-29,2012-07-23,RURAL,47634396,57429076,TURBO,3F,5837,TURBO
12852584,ARBOLETES,LA ATOYOSA,414-13,414-13,CLOSED,C43573,PRIMARIA,13.2,RST,NORMAL,8.6946,-76.43023000000001,2012-04-12,2018-09-25,RURAL,57406458,57406293,LA ATOYOSA,3F,5051,TURBO
12862050,TURBO,URABA,411-13,411-13,CLOSED,C4111,PRIMARIA,13.2,TSR,NORMAL,8.08352,-76.706,2012-04-23,2012-05-17,RURAL,57409287,57410859,URABA,3F,5837,TURBO
12864938,TURBO,URABA,411-13,411-13,CLOSED,C41240,PRIMARIA,13.2,RST,NORMAL,8.093960000000001,-76.666,2012-04-26,2012-05-17,RURAL,47642824,57410470,URABA,3F,5837,TURBO
12868825,TURBO,TURBO,402-14,402-14,CLOSED,C434,PRIMARIA,13.2,TSR,NORMAL,8.09554,-76.72749,2012-05-03,2018-07-07,URBANO,57411815,57412075,TURBO,3F,5837,TURBO
12869535,TURBO,TURBO,402-15,402-15,CLOSED,C4172,PRIMARIA,13.2,TSR,NORMAL,8.08972,-76.72497,2012-05-04,2017-09-08,URBANO,51146516,57413352,TURBO,3F,5837,TURBO
12872731,TURBO,URABA,411-12,411-12,CLOSED,C4585,PRIMARIA,13.2,TSR,NORMAL,7.99815,-76.63861999999999,2012-05-09,2019-06-07,RURAL,57412968,57412972,URABA,3F,5837,TURBO
12875467,ARBOLETES,ARBOLETES,409-11,409-11,CLOSED,C43673,PRIMARIA,7.621,R,NORMAL,8.83687,-76.40669,2012-05-11,2012-05-11,RURAL,57185505,57413845,ARBOLETES,1F,5051,TURBO
12875517,ARBOLETES,ARBOLETES,409-11,409-11,CLOSED,C43674,PRIMARIA,7.621,R,NORMAL,8.83671,-76.40665,2012-05-11,2012-05-11,RURAL,57413869,57413870,ARBOLETES,1F,5051,TURBO
12879659,TURBO,URABA,411-12,411-11,OPEN,C41446,PRIMARIA,13.2,TSR,NORMAL,7.991569999999999,-76.63654,2012-05-17,2012-06-08,RURAL,47642646,51143935,URABA,3F,5837,TURBO
12900906,TURBO,URABA,411-11,411-11,CLOSED,C4487,PRIMARIA,13.2,RST,NORMAL,8.026819999999999,-76.64686,2012-06-26,2015-10-20,RURAL,47642121,57423994,URABA,3F,5837,TURBO
12922225,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-41,407-41,CLOSED,C4106,SUBTRANSMISION,44.0,TSR,NORMAL,8.39581,-76.31903,2012-08-06,2018-07-07,RURAL,57432275,57432278,S.PEDRO URABA,3F,5665,TURBO
12933696,TURBO,URABA,411-41,411-41,CLOSED,C461,SUBTRANSMISION,44.0,TSR,NORMAL,7.9382399999999995,-76.67044,2012-08-16,2019-05-03,RURAL,57435690,57435691,URABA,3F,5837,TURBO
12941137,NECOCLÍ,NECOCLI,415-13,414-11,OPEN,C4341,PRIMARIA,13.2,TSR,NORMAL,8.548919999999999,-76.65856,2012-08-22,2018-07-07,RURAL,57544489,57544490,NECOCLI,3F,5490,TURBO
12942802,TURBO,URABA,411-41,411-42,OPEN,C485,SUBTRANSMISION,44.0,RST,NORMAL,8.05205,-76.65414,2012-08-24,2012-08-24,RURAL,57438240,47145747,URABA,3F,5837,TURBO
12942993,NECOCLÍ,NECOCLI,415-12,415-12,CLOSED,C4243,PRIMARIA,13.2,TSR,NORMAL,8.41974,-76.76745,2012-08-27,2018-07-07,RURAL,57301999,57438453,NECOCLI,3F,5490,TURBO
12945777,ARBOLETES,S.PEDRO URABA,407-41,407-41,OPEN,C452,SUBTRANSMISION,44.0,TSR,NORMAL,8.686169999999999,-76.42248000000001,2012-09-03,2017-09-13,RURAL,57837122,57837123,S.PEDRO URABA,3F,5051,TURBO
12945845,APARTADÓ,APARTADO,401-14,401-14,CLOSED,C4867,PRIMARIA,13.2,STR,NORMAL,7.87631,-76.61579,2012-09-03,2018-07-07,URBANO,47633201,57440244,APARTADO,3F,5045,APARTADO
12945883,APARTADÓ,APARTADO,401-13,401-11,OPEN,C4477,PRIMARIA,13.2,RST,NORMAL,7.88965,-76.63006,2012-09-03,2018-07-07,URBANO,57440268,57440269,APARTADO,3F,5045,APARTADO
12945991,APARTADÓ,APARTADO,401-45,401-45,CLOSED,C4126,SUBTRANSMISION,44.0,TSR,NORMAL,7.8918800000000005,-76.62734,2012-09-03,2018-07-07,URBANO,57440300,57440308,APARTADO,3F,5045,APARTADO
12946024,APARTADÓ,APARTADO,401-45,401-45,CLOSED,C4351,SUBTRANSMISION,44.0,RST,SALIDA DE CTO,7.875139999999999,-76.61068,2012-09-03,2018-07-07,URBANO,57238071,57534525,APARTADO,3F,5045,APARTADO
12946282,TURBO,URABA,411-41,411-41,CLOSED,C458,SUBTRANSMISION,44.0,RST,NORMAL,7.93582,-76.62183,2012-09-03,2015-12-03,RURAL,57416148,57440512,URABA,3F,5837,TURBO
12946435,APARTADÓ,APARTADO,401-45,401-42,OPEN,C41075,SUBTRANSMISION,44.0,TSR,NORMAL,7.885110000000001,-76.63183000000001,2012-09-04,2018-07-07,URBANO,57556929,57494389,APARTADO,3F,5045,APARTADO
12946442,APARTADÓ,URABA,411-41,401-45,OPEN,C457,SUBTRANSMISION,44.0,RST,NORMAL,7.893439999999999,-76.6295,2012-09-04,2018-07-07,URBANO,57440657,57442689,URABA,3F,5045,APARTADO
12946728,TURBO,URABA,411-44,411-42,OPEN,C4107,SUBTRANSMISION,44.0,TSR,NORMAL,8.069939999999999,-76.65881999999999,2012-09-05,2012-09-05,RURAL,57440815,57398042,URABA,3F,5837,TURBO
12951170,ARBOLETES,LA ATOYOSA,414-11,414-11,CLOSED,C4352,PRIMARIA,13.2,RST,NORMAL,8.62445,-76.50613,2012-09-14,2012-09-24,RURAL,57440040,57440041,LA ATOYOSA,3F,5051,TURBO
12951185,NECOCLÍ,LA ATOYOSA,414-11,414-11,CLOSED,C4354,PRIMARIA,13.2,TSR,NORMAL,8.54776,-76.57649,2012-09-14,2018-07-07,RURAL,57334007,57433800,LA ATOYOSA,3F,5490,TURBO
12951212,ARBOLETES,LA ATOYOSA,414-11,414-11,CLOSED,C4353,PRIMARIA,13.2,RST,NORMAL,8.594339999999999,-76.52158,2012-09-14,2017-10-02,RURAL,47643422,57442492,LA ATOYOSA,3F,5051,TURBO
12955543,APARTADÓ,APARTADO,401-18,401-18,CLOSED,C4669,PRIMARIA,13.2,STR,NORMAL,7.88006,-76.63008,2012-09-20,2020-02-06,URBANO,47633945,57443522,APARTADO,3F,5045,APARTADO
13007943,MUTATÁ,CAUCHERAS,404-11,404-11,CLOSED,C4356,PRIMARIA,13.2,TSR,NORMAL,7.28419,-76.45452,2012-12-09,2018-07-07,RURAL,57461563,57461564,CAUCHERAS,3F,5480,APARTADO
13036327,CAREPA,CAREPA,412-11,412-11,CLOSED,C4358,PRIMARIA,13.2,TRS,NORMAL,7.75639,-76.65975999999999,2013-01-22,2017-06-07,URBANO,47646275,57471424,CAREPA,3F,5147,APARTADO
13052067,ARBOLETES,ARBOLETES,409-11,409-11,CLOSED,C4115,PRIMARIA,13.2,RST,NORMAL,8.85132,-76.42885,2013-02-12,2018-03-08,URBANO,57869469,57869470,ARBOLETES,3F,5051,TURBO
13065284,ARBOLETES,ARBOLETES,409-11,409-13,OPEN,C4360,PRIMARIA,13.2,RST,NORMAL,8.85109,-76.42655,2013-02-26,2013-02-26,URBANO,57482502,57410036,ARBOLETES,3F,5051,TURBO
13066820,ARBOLETES,ARBOLETES,409-11,409-11,CLOSED,C4361,PRIMARIA,13.2,RST,NORMAL,8.85073,-76.42874,2013-02-28,2016-08-02,URBANO,57483020,57483023,ARBOLETES,3F,5051,TURBO
13080598,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,OPEN,C4362,PRIMARIA,13.2,RST,NORMAL,8.75917,-76.52516,2013-03-13,2018-07-07,URBANO,57487225,57487229,ARBOLETES,3F,5659,TURBO
13086558,TURBO,URABA,411-44,411-44,CLOSED,C4363,SUBTRANSMISION,44.0,RST,NORMAL,8.21215,-76.51729,2013-03-20,2013-03-20,RURAL,57488953,57488954,URABA,3F,5837,TURBO
13089708,MUTATÁ,CAUCHERAS,404-12,404-12,CLOSED,C4364,PRIMARIA,13.2,TSR,NORMAL,7.41736,-76.53379,2013-04-01,2018-07-07,RURAL,47640138,57703516,CAUCHERAS,3F,5480,APARTADO
13092674,APARTADÓ,APARTADO,401-15,401-15,OPEN,C41081,PRIMARIA,13.2,RTS,NORMAL,7.888310000000001,-76.63835999999999,2013-04-06,2018-07-07,URBANO,57492332,57492333,APARTADO,3F,5045,APARTADO
13092696,CAREPA,CAREPA,412-41,412-41,CLOSED,C41170,SUBTRANSMISION,44.0,TSR,NORMAL,7.78678,-76.65488,2013-04-06,2019-11-19,RURAL,57987180,57870522,CAREPA,3F,5147,APARTADO
13092724,CAREPA,ZUNGO,405-11,405-11,CLOSED,C4474,PRIMARIA,13.2,RST,NORMAL,7.823230000000001,-76.72192,2013-04-06,2013-04-06,RURAL,57492363,57492365,ZUNGO,3F,5147,APARTADO
13093834,APARTADÓ,APARTADO,401-11,401-11,CLOSED,C41181,PRIMARIA,13.2,RST,NORMAL,7.875139999999999,-76.61004,2013-04-09,2018-07-07,URBANO,57374255,57492912,APARTADO,3F,5045,APARTADO
13094206,CHIGORODÓ,CHIGORODO,403-14,403-11,OPEN,C41194,PRIMARIA,13.2,RST,NORMAL,7.67295,-76.67854,2013-04-09,2018-07-07,URBANO,51147219,57493128,CHIGORODO,3F,5172,APARTADO
13094718,TURBO,TURBO,402-15,402-15,OPEN,C4365,PRIMARIA,13.2,TSR,NORMAL,8.08887,-76.72459,2013-04-09,2017-09-08,URBANO,57493379,57493381,TURBO,3F,5837,TURBO
13094798,NECOCLÍ,NECOCLI,415-13,415-13,CLOSED,C44284,PRIMARIA,13.2,TSR,NORMAL,8.42708,-76.78260999999999,2013-04-10,2019-08-12,URBANO,57329598,57964857,NECOCLI,3F,5490,TURBO
