G3E_FID,DEPARTAMEN,MUNICIPIO,COMUNA,BARRIO,VEREDA,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,CODIGO,TIPO_RED,TENSION,FASES,USO,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_INST,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,EST_OPERAT,TIPO_RED_C,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,CAPACIDAD_,FECHA_ACTU,NUMERO_FAS,DEPARTAME1,MUNICIPIO_,SUBREGION
12252477,ANTIOQUIA,APARTADÓ,,,,CAREPA,412-13,401-16,OPEN,C4165,PRIMARIA,13.2,SRT,NORMAL,12252477,716228.284,1357449.887,,7.82065,-76.64959,10/6/2009,10/6/2009,7/7/2018,RURAL,57209310,57209312,CLOSED,PRIMARIA,CAREPA,412-13,13.2,SRT,600,4/10/2018,3F,5,5045,APARTADO
12253286,ANTIOQUIA,APARTADÓ,APARTADÓ,OBRERO,APARTADO,APARTADO,401-13,401-14,OPEN,C4869,PRIMARIA,13.2,RTS,NORMAL,12253286,718865.714,1364282.753,,7.88252,-76.62608,10/7/2009,10/6/2009,7/7/2018,URBANO,57374842,57379113,CLOSED,PRIMARIA,APARTADO,401-13,13.2,RTS,600,2/28/2018,3F,5,5045,APARTADO
12253291,ANTIOQUIA,CAREPA,,,,APARTADO,401-42,401-42,CLOSED,C4123,SUBTRANSMISION,44,TSR,NORMAL,12253291,715820.831,1354104.589,,7.79043,-76.65311,10/7/2009,10/6/2009,4/28/2014,RURAL,57567750,57567751,CLOSED,SUBTRANSMISION,APARTADO,401-42,44,TSR,600,4/12/2018,3F,5,5147,APARTADO
12253295,ANTIOQUIA,CAREPA,,,CASA VERDE,APARTADO,401-41,401-42,OPEN,C4148,SUBTRANSMISION,44,RST,NORMAL,12253295,715477.937,1352649.087,,7.777,-76.65605,10/7/2009,10/6/2009,11/20/2019,RURAL,57844062,57987704,CLOSED,SUBTRANSMISION,APARTADO,401-41,44,RST,600,4/10/2018,3F,5,5147,APARTADO
12259226,ANTIOQUIA,CHIGORODÓ,,,,CHIGORODO,403-15,403-11,OPEN,C41227,PRIMARIA,13.2,RST,NORMAL,12259226,712799.594,1340892.189,,7.6709,-76.67973,10/19/2009,10/13/2009,7/7/2018,URBANO,57211369,57211370,CLOSED,PRIMARIA,CHIGORODO,403-15,13.2,RST,600,4/16/2018,3F,5,5172,APARTADO
12259283,ANTIOQUIA,CHIGORODÓ,,,,CHIGORODO,403-13,403-16,OPEN,C4582,PRIMARIA,13.2,TSR,NORMAL,12259283,713479.321,1340000.111,,7.66288,-76.67352,10/19/2009,10/13/2009,7/7/2018,URBANO,47688965,57211392,CLOSED,PRIMARIA,CHIGORODO,403-13,13.2,TSR,600,2/28/2018,3F,5,5172,APARTADO
12264547,ANTIOQUIA,CAREPA,,,,ZUNGO,405-11,405-11,CLOSED,C401,PRIMARIA,13.2,RST,NORMAL,12264547,706160.91,1360546.149,,7.84805,-76.74095,10/26/2009,11/25/2011,1/27/2012,RURAL,57392753,57291564,CLOSED,PRIMARIA,ZUNGO,405-11,13.2,RST,600,4/3/2018,3F,5,5147,APARTADO
12264555,ANTIOQUIA,CAREPA,,,,ZUNGO,405-13,405-11,OPEN,C402,PRIMARIA,13.2,RST,NORMAL,12264555,707295.922,1358133.468,,7.82633,-76.73053,10/26/2009,10/9/2009,1/30/2012,RURAL,47689352,47689261,CLOSED,PRIMARIA,ZUNGO,405-13,13.2,RST,600,4/5/2018,3F,5,5147,APARTADO
12264907,ANTIOQUIA,TURBO,,,EL PORVENIR,URABA,411-43,411-43,CLOSED,C484,SUBTRANSMISION,44,RST,NORMAL,12264907,711678.106,1391216.39,,8.12545,-76.6927,10/27/2009,10/26/2009,8/9/2018,RURAL,47146109,57212969,CLOSED,SUBTRANSMISION,URABA,411-43,44,RST,600,2/5/2018,3F,5,5837,TURBO
12264909,ANTIOQUIA,TURBO,,,EL PORVENIR,URABA,411-42,411-43,OPEN,C486,SUBTRANSMISION,44,TSR,NORMAL,12264909,711660.56,1391223.222,,8.12547,-76.69305,10/27/2009,10/26/2009,5/11/2020,RURAL,70752932,47146108,CLOSED,SUBTRANSMISION,URABA,411-42,44,TSR,600,3/6/2018,3F,5,5837,TURBO
12266005,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-12,401-12,CLOSED,C41188,PRIMARIA,13.2,RST,NORMAL,12266005,719140.073,1364508.772,,7.88479,-76.62422,10/28/2009,10/28/2009,7/7/2018,URBANO,57221676,57604428,CLOSED,PRIMARIA,APARTADO,401-12,13.2,RST,600,3/8/2018,3F,5,5045,APARTADO
12266011,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-11,401-11,CLOSED,C41185,PRIMARIA,13.2,STR,NORMAL,12266011,719692.511,1364241.239,,7.88219,-76.61858,10/28/2009,10/28/2009,7/7/2018,URBANO,57456644,57456645,CLOSED,PRIMARIA,APARTADO,401-11,13.2,STR,600,4/16/2018,3F,5,5045,APARTADO
12267352,ANTIOQUIA,MUTATÁ,,,CAUCHERAS,CAUCHERAS,404-11,404-12,OPEN,C4162,PRIMARIA,13.2,RST,NORMAL,12267352,733885.568,1303667.831,,7.33676,-76.4895,10/29/2009,10/29/2009,3/28/2019,RURAL,57938412,57938423,CLOSED,PRIMARIA,CAUCHERAS,404-11,13.2,RST,600,4/16/2018,3F,5,5480,APARTADO
12267362,ANTIOQUIA,MUTATÁ,,,CAUCHERAS,CAUCHERAS,404-12,404-12,CLOSED,C415,PRIMARIA,13.2,TSR,NORMAL,12267362,733892.686,1303667.994,,7.33673,-76.4895,10/30/2009,10/22/2009,3/28/2019,RURAL,57938423,57938422,CLOSED,PRIMARIA,CAUCHERAS,404-12,13.2,TSR,600,4/16/2018,3F,5,5480,APARTADO
12267368,ANTIOQUIA,MUTATÁ,,,CAUCHERAS,CAUCHERAS,404-11,404-11,CLOSED,C4161,PRIMARIA,13.2,TSR,NORMAL,12267368,733891.009,1303665.106,,7.3368,-76.48892,10/30/2009,10/22/2009,3/28/2019,RURAL,57938390,57938411,CLOSED,PRIMARIA,CAUCHERAS,404-11,13.2,TSR,600,4/16/2018,3F,5,5480,APARTADO
12270031,ANTIOQUIA,APARTADÓ,APARTADÓ,ORTIZ,APARTADO,APARTADO,401-15,401-15,CLOSED,C41080,PRIMARIA,13.2,RTS,NORMAL,12270031,717879.845,1364522.085,,7.88462,-76.63502,11/4/2009,10/1/2013,1/27/2020,URBANO,47688546,57529045,CLOSED,PRIMARIA,APARTADO,401-15,13.2,RTS,600,2/27/2018,3F,5,5045,APARTADO
12272928,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,S.PEDRO URABA,407-12,407-12,CLOSED,C4156,PRIMARIA,13.2,TSR,NORMAL,12272928,746460.26,1408713.372,,8.28538,-76.37834,11/7/2009,11/7/2009,7/7/2018,RURAL,47639598,57215547,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,13.2,TSR,600,4/16/2018,3F,5,5665,TURBO
12274195,ANTIOQUIA,CAREPA,,,ZUNGO EMBARCADERO,ZUNGO,405-13,405-13,CLOSED,C4150,PRIMARIA,13.2,RST,NORMAL,12274195,706179.903,1360558.936,,7.84817,-76.74076,5/3/2017,11/9/2009,5/3/2017,RURAL,57297239,57297240,CLOSED,PRIMARIA,ZUNGO,405-13,13.2,RST,600,4/5/2018,3F,5,5147,APARTADO
12282574,ANTIOQUIA,ARBOLETES,,,ARBOLETES,ARBOLETES,409-11,409-13,OPEN,C4158,PRIMARIA,13.2,RST,NORMAL,12282574,741355.66,1471415.951,,8.85151,-76.42815,11/20/2009,11/20/2009,8/23/2017,URBANO,57410012,57218330,CLOSED,PRIMARIA,ARBOLETES,409-11,13.2,RST,600,4/9/2018,3F,5,5051,TURBO
12282660,ANTIOQUIA,ARBOLETES,,,BARRANCUDA,ARBOLETES,409-30,409-30,CLOSED,C4399,SUBTRANSMISION,44,RST,NORMAL,12282660,742293.566,1471511.399,,8.85297,-76.41812,11/20/2009,6/8/2016,6/16/2016,RURAL,57738545,57738546,CLOSED,SUBTRANSMISION,ARBOLETES,409-30,44,RST,600,10/28/2017,3F,5,5051,TURBO
12284806,ANTIOQUIA,TURBO,TURBO,EL CENTRO,,TURBO,402-16,402-16,OPEN,C438,PRIMARIA,13.2,RST,NORMAL,12284806,707688.314,1387489.763,,8.0915,-76.72853,11/28/2009,11/28/2009,5/6/2020,URBANO,70751902,70751887,CLOSED,PRIMARIA,TURBO,402-16,13.2,RST,600,3/8/2018,3F,5,5837,TURBO
12284807,ANTIOQUIA,TURBO,TURBO,EL CENTRO,TURBO,TURBO,402-16,402-16,CLOSED,C437,PRIMARIA,13.2,RST,NORMAL,12284807,707418.538,1387648.663,,8.09292,-76.73112,11/28/2009,9/15/2015,7/7/2018,URBANO,47634761,57219120,CLOSED,PRIMARIA,TURBO,402-16,13.2,RST,600,3/8/2018,3F,5,5837,TURBO
12296316,ANTIOQUIA,TURBO,TURBO,GONZALO MEJIA,TURBO,TURBO,402-14,402-14,OPEN,C436,PRIMARIA,13.2,RST,NORMAL,12296316,708512.761,1388433.241,,8.10009,-76.72125,12/23/2009,12/23/2009,9/7/2017,URBANO,57223302,57223303,CLOSED,PRIMARIA,TURBO,402-14,13.2,RST,600,4/16/2018,3F,5,5837,TURBO
12297753,ANTIOQUIA,CAREPA,,,,APARTADO,401-42,401-42,CLOSED,C4147,SUBTRANSMISION,44,TSR,NORMAL,12297753,715650.241,1353378.149,,7.78384,-76.6546,12/29/2009,12/28/2009,10/20/2014,RURAL,57436991,57436992,CLOSED,SUBTRANSMISION,APARTADO,401-42,44,TSR,600,4/12/2018,3F,5,5147,APARTADO
12298430,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-16,401-16,CLOSED,C4375,PRIMARIA,13.2,RST,NORMAL,12298430,718875.069,1363685.02,,7.87713,-76.62592,12/31/2009,12/30/2009,7/7/2018,URBANO,51142095,57230113,CLOSED,PRIMARIA,APARTADO,401-16,13.2,RST,600,4/10/2018,3F,5,5045,APARTADO
12298432,ANTIOQUIA,APARTADÓ,APARTADÓ,SIN NOMBRE,APARTADO,APARTADO,401-16,401-17,OPEN,C4376,PRIMARIA,13.2,RST,NORMAL,12298432,718094.209,1363689.644,,7.87709,-76.63305,12/31/2009,12/30/2009,3/9/2020,URBANO,47637030,57616224,CLOSED,PRIMARIA,APARTADO,401-16,13.2,RST,600,4/10/2018,3F,5,5045,APARTADO
12298770,ANTIOQUIA,CAREPA,,,CASA VERDE,APARTADO,401-41,412-41,OPEN,C4146,SUBTRANSMISION,44,TSR,NORMAL,12298770,715498.68,1352757.28,,7.77975,-76.65582,1/4/2010,12/30/2009,11/19/2019,RURAL,57802671,57987311,CLOSED,SUBTRANSMISION,APARTADO,401-41,44,TSR,600,4/10/2018,3F,5,5147,APARTADO
12301186,ANTIOQUIA,CAREPA,,,,CAREPA,412-41,412-41,CLOSED,C4149,SUBTRANSMISION,44,TSR,NORMAL,12301186,710113.472,1356456.037,,7.81133,-76.70492,1/7/2010,12/13/2009,11/19/2019,RURAL,57437205,57437249,CLOSED,SUBTRANSMISION,CAREPA,412-41,44,TSR,600,11/19/2019,3F,5,5147,APARTADO
12310274,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-15,401-15,CLOSED,C41079,PRIMARIA,13.2,RTS,NORMAL,12310274,717975.423,1364406.972,,7.88359,-76.63415,1/25/2010,9/6/2011,7/7/2018,URBANO,57231075,57231076,CLOSED,PRIMARIA,APARTADO,401-15,13.2,RTS,600,2/27/2018,3F,5,5045,APARTADO
12310322,ANTIOQUIA,APARTADÓ,APARTADÓ,ORTIZ,APARTADO,APARTADO,401-15,401-15,CLOSED,C41078,PRIMARIA,13.2,RTS,NORMAL,12310322,718123.521,1364276.606,,7.8824,-76.63281,1/25/2010,9/5/2011,5/6/2019,URBANO,47633338,57228251,CLOSED,PRIMARIA,APARTADO,401-15,13.2,RTS,600,2/27/2018,3F,5,5045,APARTADO
12310698,ANTIOQUIA,APARTADÓ,APARTADÓ,PARROQUIAL,APARTADO,APARTADO,401-18,401-18,CLOSED,C41274,PRIMARIA,13.2,RTS,NORMAL,12310698,718050.059,1363937.408,,7.87934,-76.63343,1/26/2010,9/19/2011,7/7/2018,URBANO,57775496,57228348,CLOSED,PRIMARIA,APARTADO,401-18,13.2,RTS,600,4/3/2018,3F,5,5045,APARTADO
12312126,ANTIOQUIA,CHIGORODÓ,CHIGORODÓ,CHIGORODO,CHIGORODO,CHIGORODO,403-13,403-13,CLOSED,C4872,PRIMARIA,13.2,RST,NORMAL,12312126,713088.289,1340329.709,,7.66583,-76.67707,1/28/2010,1/28/2010,6/7/2019,URBANO,47635413,57228850,CLOSED,PRIMARIA,CHIGORODO,403-13,13.2,RST,600,2/28/2018,3F,5,5172,APARTADO
12315512,ANTIOQUIA,TURBO,TURBO,EL CENTRO,TURBO,TURBO,402-16,402-16,CLOSED,C4118,PRIMARIA,13.2,RST,NORMAL,12315512,707802.459,1387569.525,,8.09218,-76.72761,2/2/2010,2/2/2010,5/7/2019,URBANO,57363811,57363810,CLOSED,PRIMARIA,TURBO,402-16,13.2,RST,600,3/8/2018,3F,5,5837,TURBO
12321480,ANTIOQUIA,TURBO,,,,TURBO,402-15,402-15,CLOSED,C4169,PRIMARIA,13.2,TSR,NORMAL,12321480,707874.696,1387885.355,,8.09509,-76.72701,2/9/2010,2/9/2010,5/7/2012,URBANO,57361037,57361038,CLOSED,PRIMARIA,TURBO,402-15,13.2,TSR,600,4/13/2018,3F,5,5837,TURBO
12321481,ANTIOQUIA,TURBO,,,,TURBO,402-15,402-15,CLOSED,C4170,PRIMARIA,13.2,TSR,NORMAL,12321481,707988.818,1387564.24,,8.09219,-76.72596,2/9/2010,2/9/2010,5/7/2012,URBANO,57232200,57232201,CLOSED,PRIMARIA,TURBO,402-15,13.2,TSR,600,4/13/2018,3F,5,5837,TURBO
12321487,ANTIOQUIA,TURBO,,,,TURBO,402-15,402-16,OPEN,C4173,PRIMARIA,13.2,RST,NORMAL,12321487,707860.379,1387373.87,,8.09046,-76.72711,2/9/2010,2/9/2010,1/25/2013,URBANO,57471373,51145142,CLOSED,PRIMARIA,TURBO,402-15,13.2,RST,600,4/13/2018,3F,5,5837,TURBO
12325181,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-18,401-18,CLOSED,C41273,PRIMARIA,13.2,RTS,NORMAL,12325181,718083.18,1363815.272,,7.87825,-76.63314,2/12/2010,9/19/2011,7/7/2018,URBANO,57240192,57775494,CLOSED,PRIMARIA,APARTADO,401-18,13.2,RTS,600,4/3/2018,3F,5,5045,APARTADO
12355202,ANTIOQUIA,CHIGORODÓ,,,,CHIGORODO,403-16,403-16,CLOSED,C4671,PRIMARIA,13.2,RST,NORMAL,12355202,713749.46,1339524.329,,7.6586,-76.67105,3/9/2010,3/9/2010,7/7/2018,RURAL,47636245,57244351,CLOSED,PRIMARIA,CHIGORODO,403-16,13.2,RST,600,4/16/2018,3F,5,5172,APARTADO
12359500,ANTIOQUIA,TURBO,,,LA ARENOSA,URABA,411-12,411-12,CLOSED,C446,PRIMARIA,13.2,TSR,NORMAL,12359500,716541.809,1380771.999,,8.03133,-76.64805,3/15/2010,3/15/2010,6/11/2013,RURAL,47642544,57245790,CLOSED,PRIMARIA,URABA,411-12,13.2,TSR,600,1/2/2018,3F,5,5837,TURBO
12359515,ANTIOQUIA,TURBO,,,,URABA,411-41,411-41,CLOSED,C456,SUBTRANSMISION,44,RST,NORMAL,12359515,719402.197,1369655.404,,7.93108,-76.62151,3/15/2010,3/15/2010,7/7/2018,RURAL,57429174,57429175,CLOSED,SUBTRANSMISION,URABA,411-41,44,RST,600,3/8/2018,3F,5,5837,TURBO
12359530,ANTIOQUIA,TURBO,,,,URABA,411-11,411-11,CLOSED,C41330,PRIMARIA,13.2,RST,NORMAL,12359530,717329.969,1377861.865,,8.00506,-76.64086,3/15/2010,3/15/2010,4/4/2017,RURAL,57388057,57388059,CLOSED,PRIMARIA,URABA,411-11,13.2,RST,600,4/16/2018,3F,5,5837,TURBO
12368655,ANTIOQUIA,TURBO,TURBO,SAN MARTIN,,TURBO,402-15,402-15,OPEN,C4171,PRIMARIA,13.2,RST,NORMAL,12368655,708041.174,1387366.883,,8.0904,-76.72576,3/29/2010,3/29/2010,6/24/2020,URBANO,70762154,70762155,CLOSED,PRIMARIA,TURBO,402-15,13.2,RST,600,4/13/2018,3F,5,5837,TURBO
12369460,ANTIOQUIA,MUTATÁ,,,SURRAMBAY,CAUCHERAS,404-11,404-11,CLOSED,C4163,PRIMARIA,13.2,TSR,NORMAL,12369460,734028.857,1300143.088,,7.3039,-76.48549,4/5/2010,7/11/2011,5/4/2020,RURAL,57364740,57364741,CLOSED,PRIMARIA,CAUCHERAS,404-11,13.2,TSR,600,4/16/2018,3F,5,5480,APARTADO
12370573,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,S.PEDRO URABA,407-12,407-11,OPEN,C4155,PRIMARIA,13.2,RST,NORMAL,12370573,746394.021,1407794.341,,8.27707,-76.37889,4/6/2010,4/6/2010,7/7/2018,URBANO,57531063,57531374,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,13.2,RST,600,4/16/2018,3F,5,5665,TURBO
12375355,ANTIOQUIA,APARTADÓ,APARTADÓ,FUNDADORES,APARTADO,APARTADO,401-15,401-18,OPEN,C41082,PRIMARIA,13.2,RST,NORMAL,12375355,718103.908,1364096.321,,7.88076,-76.63299,4/13/2010,9/11/2011,7/7/2018,URBANO,57155988,57251516,CLOSED,PRIMARIA,APARTADO,401-15,13.2,RST,600,2/27/2018,3F,5,5045,APARTADO
12384070,ANTIOQUIA,TURBO,,,,TURBO,402-16,402-16,CLOSED,C440,PRIMARIA,13.2,RST,NORMAL,12384070,708940.789,1387791.898,,8.0943,-76.71735,4/27/2010,4/27/2010,3/29/2012,URBANO,57254392,57254393,CLOSED,PRIMARIA,TURBO,402-16,13.2,RST,600,3/8/2018,3F,5,5837,TURBO
12390864,ANTIOQUIA,TURBO,,,CURRULAO,URABA,411-11,411-11,OPEN,C4192,PRIMARIA,13.2,RST,NORMAL,12390864,717873.273,1375911.806,,7.98751,-76.6357,5/7/2010,5/7/2010,11/24/2016,RURAL,47642234,53145357,CLOSED,PRIMARIA,URABA,411-11,13.2,RST,600,4/16/2018,3F,5,5837,TURBO
12393619,ANTIOQUIA,TURBO,,,,URABA,411-44,411-44,CLOSED,C4109,SUBTRANSMISION,44,RST,NORMAL,12393619,730196.239,1399683.884,,8.20293,-76.52534,5/13/2010,2/17/2012,9/11/2012,RURAL,57257725,57257728,CLOSED,SUBTRANSMISION,URABA,411-44,44,RST,600,12/19/2017,3F,5,5837,TURBO
12393628,ANTIOQUIA,TURBO,,,,URABA,411-44,411-44,CLOSED,C4108,SUBTRANSMISION,44,TSR,NORMAL,12393628,720698.701,1388641.334,,8.10265,-76.61082,5/13/2010,5/13/2010,9/6/2012,RURAL,47146236,57257734,CLOSED,SUBTRANSMISION,URABA,411-44,44,TSR,600,12/19/2017,3F,5,5837,TURBO
12401551,ANTIOQUIA,TURBO,,,27 DE DICIEMBRE,URABA,411-43,411-43,OPEN,C487,SUBTRANSMISION,44,RST,NORMAL,12401551,705984.764,1399222.063,,8.19759,-76.74483,5/28/2010,12/5/2011,8/9/2018,RURAL,57801336,57801337,CLOSED,SUBTRANSMISION,URABA,411-43,44,RST,600,2/5/2018,3F,5,5837,TURBO
12403879,ANTIOQUIA,APARTADÓ,,,CHURIDO PUENTE,APARTADO,401-16,401-16,CLOSED,C4381,PRIMARIA,13.2,STR,NORMAL,12403879,717016.512,1360295.05,,7.84696,-76.64265,6/1/2010,10/6/2011,4/30/2020,RURAL,47636944,57389828,CLOSED,PRIMARIA,APARTADO,401-16,13.2,STR,600,4/10/2018,3F,5,5045,APARTADO
12405916,ANTIOQUIA,TURBO,,,,TURBO,402-13,411-13,OPEN,C4184,PRIMARIA,13.2,RST,NORMAL,12405916,712155.309,1391459.135,,8.12762,-76.68843,6/3/2010,6/3/2010,7/7/2018,RURAL,57171689,57261691,CLOSED,PRIMARIA,TURBO,402-13,13.2,RST,600,4/5/2018,3F,5,5837,TURBO
12406349,ANTIOQUIA,TURBO,,,,URABA,411-13,411-13,CLOSED,C447,PRIMARIA,13.2,RST,NORMAL,12406349,715608.537,1383992.925,,8.06038,-76.6567,6/4/2010,6/4/2010,9/20/2012,RURAL,57393503,57261866,CLOSED,PRIMARIA,URABA,411-13,13.2,RST,600,4/16/2018,3F,5,5837,TURBO
12409388,ANTIOQUIA,CAREPA,,,,CAREPA,412-11,412-11,CLOSED,C4166,PRIMARIA,13.2,TRS,NORMAL,12409388,715239.654,1351207.952,,7.76423,-76.65819,6/10/2010,6/10/2010,5/4/2020,RURAL,57262859,57262860,CLOSED,PRIMARIA,CAREPA,412-11,13.2,TRS,600,4/10/2018,3F,5,5147,APARTADO
12409413,ANTIOQUIA,CAREPA,,,,CAREPA,412-12,412-12,CLOSED,C420,PRIMARIA,13.2,RST,NORMAL,12409413,715383.339,1350617.791,,7.75889,-76.65686,6/10/2010,6/10/2010,6/9/2017,URBANO,47646336,57387485,CLOSED,PRIMARIA,CAREPA,412-12,13.2,RST,600,3/21/2018,3F,5,5147,APARTADO
12409417,ANTIOQUIA,CAREPA,,,,CAREPA,412-12,412-12,CLOSED,C421,PRIMARIA,13.2,TSR,NORMAL,12409417,715496.123,1350414.817,,7.75707,-76.65583,6/10/2010,6/10/2010,9/13/2011,URBANO,57262877,57262878,CLOSED,PRIMARIA,CAREPA,412-12,13.2,TSR,600,3/21/2018,3F,5,5147,APARTADO
12418797,ANTIOQUIA,CAREPA,,,,CAREPA,412-12,412-12,CLOSED,CT423,PRIMARIA,13.2,TSR,NORMAL,12418797,715811.869,1350339.616,,7.7564,-76.65297,6/29/2010,6/29/2010,5/9/2014,URBANO,57166342,57265965,CLOSED,PRIMARIA,CAREPA,412-12,13.2,TSR,600,3/21/2018,3F,5,5147,APARTADO
12426932,ANTIOQUIA,CAREPA,,,ZUNGO EMBARCADERO,ZUNGO,405-13,405-12,OPEN,C4102,PRIMARIA,13.2,RST,NORMAL,12426932,706049.663,1360859.683,,7.85087,-76.74199,7/9/2010,7/9/2010,5/9/2017,RURAL,47638522,57268728,CLOSED,PRIMARIA,ZUNGO,405-13,13.2,RST,600,4/5/2018,3F,5,5147,APARTADO
12451598,ANTIOQUIA,TURBO,,,,TURBO,402-12,402-12,CLOSED,C4174,PRIMARIA,13.2,TSR,NORMAL,12451598,707404.485,1388477.546,,8.10041,-76.73131,8/17/2010,8/17/2010,7/17/2017,URBANO,57364037,57364038,CLOSED,PRIMARIA,TURBO,402-12,13.2,TSR,600,4/3/2018,3F,5,5837,TURBO
12451644,ANTIOQUIA,TURBO,,,BOCAS DEL RIO TURBO,TURBO,402-14,402-14,CLOSED,C4771,PRIMARIA,13.2,TSR,NORMAL,12451644,707470.06,1388698.417,,8.10211,-76.73065,8/17/2010,8/17/2010,7/6/2016,RURAL,57357894,57743155,CLOSED,PRIMARIA,TURBO,402-14,13.2,TSR,600,4/16/2018,3F,5,5837,TURBO
12451679,ANTIOQUIA,TURBO,,,,TURBO,402-16,402-16,OPEN,C439,PRIMARIA,13.2,RST,NORMAL,12451679,708018.599,1387601.144,,8.09253,-76.72569,8/17/2010,8/17/2010,7/24/2017,URBANO,57276983,57276985,CLOSED,PRIMARIA,TURBO,402-16,13.2,RST,600,3/8/2018,3F,5,5837,TURBO
12451919,ANTIOQUIA,TURBO,,,,TURBO,402-16,402-16,CLOSED,C4117,PRIMARIA,13.2,RST,NORMAL,12451919,707401.706,1388488.39,,8.1005,-76.73134,8/17/2010,8/17/2010,7/14/2017,URBANO,57363706,57363707,CLOSED,PRIMARIA,TURBO,402-16,13.2,RST,600,3/8/2018,3F,5,5837,TURBO
12452041,ANTIOQUIA,TURBO,,,BOCAS DEL RIO TURBO,TURBO,402-15,402-15,CLOSED,C4167,PRIMARIA,13.2,RST,NORMAL,12452041,707480.041,1388655.985,,8.10205,-76.73065,8/18/2010,8/18/2010,7/6/2016,URBANO,57277141,57277142,CLOSED,PRIMARIA,TURBO,402-15,13.2,RST,600,4/13/2018,3F,5,5837,TURBO
12453834,ANTIOQUIA,TURBO,TURBO,JESUS MORA,TURBO,TURBO,402-14,402-14,OPEN,C431,PRIMARIA,13.2,RST,NORMAL,12453834,707603.962,1388284.06,,8.09868,-76.72944,8/20/2010,4/9/2013,7/7/2018,URBANO,57277726,57277727,CLOSED,PRIMARIA,TURBO,402-14,13.2,RST,600,4/16/2018,3F,5,5837,TURBO
12455458,ANTIOQUIA,APARTADÓ,APARTADÓ,LA CHINITA,APARTADO,APARTADO,401-45,401-45,CLOSED,C41074,SUBTRANSMISION,44,TSR,NORMAL,12455458,718238.102,1364570.524,-1,7.88507,-76.63179,8/24/2010,8/24/2010,7/2/2019,URBANO,57527715,57833681,CLOSED,SUBTRANSMISION,APARTADO,401-45,44,TSR,600,11/25/2017,3F,5,5045,APARTADO
12461706,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-41,401-41,CLOSED,C4145,SUBTRANSMISION,44,TSR,NORMAL,12461706,718016.871,1363708.019,,7.87728,-76.63373,9/2/2010,9/2/2010,7/7/2018,URBANO,57425989,57425990,CLOSED,SUBTRANSMISION,APARTADO,401-41,44,TSR,600,4/10/2018,3F,5,5045,APARTADO
12470686,ANTIOQUIA,TURBO,,,,URABA,411-12,411-13,OPEN,C445,PRIMARIA,13.2,RST,NORMAL,12470686,715867.723,1383119.828,,8.0525,-76.6543,9/13/2010,9/13/2010,2/1/2012,RURAL,57283239,47674613,CLOSED,PRIMARIA,URABA,411-12,13.2,RST,600,1/2/2018,3F,5,5837,TURBO
12490849,ANTIOQUIA,ARBOLETES,,,,S.PEDRO URABA,407-41,407-41,CLOSED,C475,SUBTRANSMISION,44,TSR,NORMAL,12490849,741869.152,1453089.825,,8.68615,-76.42243,10/11/2010,10/11/2010,9/13/2017,RURAL,57837117,57604701,CLOSED,SUBTRANSMISION,S.PEDRO URABA,407-41,44,TSR,600,3/1/2018,3F,5,5051,TURBO
12490853,ANTIOQUIA,ARBOLETES,,,PUEBLO CHINO,S.PEDRO URABA,407-41,407-41,CLOSED,C451,SUBTRANSMISION,44,TSR,NORMAL,12490853,742516.361,1452904.841,,8.68441,-76.41655,10/11/2010,10/11/2010,5/20/2019,RURAL,57289812,57289814,CLOSED,SUBTRANSMISION,S.PEDRO URABA,407-41,44,TSR,600,3/1/2018,3F,5,5051,TURBO
12490856,ANTIOQUIA,ARBOLETES,,,,S.PEDRO URABA,407-41,407-41,CLOSED,C4105,SUBTRANSMISION,44,RST,NORMAL,12490856,746817.212,1437033.446,,8.54125,-76.37661,10/11/2010,10/11/2010,8/28/2012,RURAL,57438948,57438949,CLOSED,SUBTRANSMISION,S.PEDRO URABA,407-41,44,RST,600,3/1/2018,3F,5,5051,TURBO
12498527,ANTIOQUIA,CAREPA,,,ZARABANDA,ZUNGO,405-11,405-11,CLOSED,C404,PRIMARIA,13.2,RST,NORMAL,12498527,707239.345,1358174.973,-1,7.8267,-76.73104,10/20/2010,11/26/2011,7/2/2019,RURAL,57292075,57292076,CLOSED,PRIMARIA,ZUNGO,405-11,13.2,RST,600,4/3/2018,3F,5,5147,APARTADO
