G3E_FID,MUNICIPIO,COMUNA,BARRIO,VEREDA,UBICACION,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,CODIGO,TIPO_RED,TENSION,FASES,CAPACIDAD_,NRO_OPERAC,MODELO,VALORES_PL,CORRIENTE1,CURVAS_OPE,NRO_DISP_C,NRO_DISP_1,COMUNICACI,BIDIRECCIO,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_MODI,JOB_COLOCA,DIRECCION,CLASIFICAC,NODO1_ID,NODO2_ID,EST_OPERAT,TIPO_RED_C,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,UBICACION_,FECHA_ACTU,MUNICIPIO_,SUBREGION
21248852,TURBO,,,PUNTO ROJO,,URABA,406-G1,406-G1,CLOSED,R2802,PRIMARIA,13.2,RST,630,0,ETR300-R600,,,,,,,SI,21248852,,,,7.93405,-76.70833,10/15/2019,6/9/2020,OT1796340,,RURAL,57979188,57984358,CLOSED,PRIMARIA,URABA,406-G1,13.2,RST,21248852-5,10/15/2019,5837,TURBO
21255887,TURBO,,,27 DE DICIEMBRE,,CIRILO,413-11,413-11,CLOSED,R2650,PRIMARIA,7.621,R,630,0,ETR300-R600,,,,,,,SI,21255887,,,,8.16941,-76.73035,10/23/2019,6/9/2020,OT1818905,,RURAL,57981064,57981075,CLOSED,PRIMARIA,CIRILO,413-11,7.621,R,21255887-5,10/23/2019,5837,TURBO
21257299,SAN PEDRO DE URABÁ,,,ZAPINDONGA,,LA ATOYOSA,414-12,414-12,CLOSED,R2605,PRIMARIA,7.621,R,630,0,ETR300-R600,,,,,,,SI,21257299,,,,8.53762,-76.28561,10/24/2019,6/9/2020,OT1823842,,RURAL,57981483,57981486,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,21257299-5,10/24/2019,5665,TURBO
21257480,NECOCLÍ,,,EL CATIVO,,LA ATOYOSA,414-11,414-11,CLOSED,R2630,PRIMARIA,7.621,S,630,0,ETR300-R600,,,,,,,SI,21257480,,,,8.54466,-76.59118,10/24/2019,6/9/2020,OT1756560,,RURAL,57981557,57981559,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,21257480-5,10/24/2019,5490,TURBO
21275481,TURBO,,,PUNTO ROJO,,NUEVA COLONIA,406-13,406-13,CLOSED,R1496,PRIMARIA,13.2,RST,600,0,,,,,,,,,21275481,,,,7.93369,-76.70877,11/19/2019,6/9/2020,1846865,,RURAL,57994044,57994046,CLOSED,PRIMARIA,NUEVA COLONIA,406-13,13.2,RST,21275481-5,11/19/2019,5837,TURBO
21275609,TURBO,,,PUNTO ROJO,,NUEVA COLONIA,406-11,406-11,CLOSED,R1494,PRIMARIA,13.2,RST,600,0,,,,,,,,,21275609,,,,7.93398,-76.70878,11/20/2019,6/9/2020,1846865,,RURAL,57993397,57993398,CLOSED,PRIMARIA,NUEVA COLONIA,406-11,13.2,RST,21275609-5,11/20/2019,5837,TURBO
21275756,TURBO,,,PUNTO ROJO,,NUEVA COLONIA,406-12,406-12,CLOSED,R1495,PRIMARIA,13.2,RST,600,0,,,,,,,,,21275756,,,,7.93382,-76.70878,11/20/2019,6/9/2020,1846865,,RURAL,57993525,57993526,CLOSED,PRIMARIA,NUEVA COLONIA,406-12,13.2,RST,21275756-5,11/20/2019,5837,TURBO
21295156,TURBO,,,NUEVA UNION,,URABA,411-41,411-41,CLOSED,R1030,SUBTRANSMISION,44,TSR,,0,,,,,,,,NO,21295156,,,,7.93439,-76.70873,12/17/2019,12/27/2019,1846865-1,,RURAL,57993437,57993448,CLOSED,SUBTRANSMISION,URABA,411-41,44,TSR,6001386-5,12/17/2019,5837,TURBO
21310067,ARBOLETES,,,BAJO GRANDE,,ARBOLETES,409-12,409-12,CLOSED,R1104,PRIMARIA,13.2,RST,,0,EPR-1,,,,,,,NO,21310067,,,,8.83035,-76.45297,1/15/2020,2/12/2020,OT2192153,,RURAL,57998128,57998129,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,RST,21310067-5,1/15/2020,5051,TURBO
21337965,TURBO,TURBO,SAN MARTIN,,,TURBO,402-15,402-15,CLOSED,R2919,PRIMARIA,13.2,RST,630,0,ETR300-R600,,,,,,,SI,21337965,,,,8.09043,-76.72576,2/14/2020,6/24/2020,OT2420671,,URBANO,58005811,58005813,CLOSED,PRIMARIA,TURBO,402-15,13.2,RST,21337965-5,2/14/2020,5837,TURBO
21345591,APARTADÓ,APARTADÓ,FUNDADORES,APARTADO,,APARTADO,401-15,401-15,CLOSED,R2915,PRIMARIA,13.2,STR,630,0,ETR300-R600,,,,,,,SI,21345591,,,,7.88312,-76.63234,2/24/2020,2/27/2020,OT2432332,,URBANO,58009319,58009320,CLOSED,PRIMARIA,APARTADO,401-15,13.2,STR,21345591-5,2/24/2020,5045,APARTADO
21348119,APARTADÓ,APARTADÓ,LA CHINITA,APARTADO,,APARTADO,401-13,401-13,CLOSED,R2914,PRIMARIA,13.2,RTS,630,0,ETR300-R600,,,,,,,SI,21348119,,,,7.88771,-76.63069,2/26/2020,3/17/2020,OT2432238,,URBANO,58008831,58008832,CLOSED,PRIMARIA,APARTADO,401-13,13.2,RTS,21348119-5,2/26/2020,5045,APARTADO
21350841,TURBO,TURBO,SAN MARTIN,NUEVA COLONIA,,NUEVA COLONIA,406-12,406-12,CLOSED,R2934,PRIMARIA,13.2,SRT,630,0,ETR300-R600,,,,,,,SI,21350841,,,,7.9336,-76.71434,2/27/2020,3/3/2020,OT 2420759,,RURAL,58010518,58010519,CLOSED,PRIMARIA,NUEVA COLONIA,406-12,13.2,SRT,21350841-5,2/27/2020,5837,TURBO
21359349,TURBO,TURBO,EL CENTRO,,,TURBO,402-16,402-16,CLOSED,R2922,PRIMARIA,13.2,RST,630,0,ETR300-R600,,,,,,,SI,21359349,,,,8.09152,-76.72854,3/9/2020,5/6/2020,OT 2420789,,URBANO,70751884,70751886,CLOSED,PRIMARIA,TURBO,402-16,13.2,RST,21359349-5,3/9/2020,5837,TURBO
