G3E_FID,COMUNA,REGION,GRUPO,LOCALIZACI,SUBESTACIO,CIRCUITO,TIPO_RED,TENSION,TENSION_SE,TENSION_CR,CAPACIDAD_,FASES,NRO_TRANSF,NODO_TRANS,MUNICIPIO,BARRIO,FABRICANTE,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_INST,FECHA_MODI,FECHA_ACTU,CLASIFICAC,NODO1_ID,NODO2_ID,NODO_TRAN1,TENSION_S1,TIPO_RED_C,SUBESTACI1,LOCALIZAC1,CIRCUITO_C,CIRCUITO_S,TENSION_CO,FASES_CONN,UBICACION_,NUMERO_FAS,MUNICIPIO_,SUBREGION
12696540,,URABA,,AEREO,CAUCHERAS,404-12,PRIMARIA,7.621,240/120,1,3,R,88105,927120,MUTATÁ,,SIEMENS,12696540,732465.362,1304123.068,,7.33977,-76.49981,5/17/2011,5/17/2011,4/1/2020,4/16/2018,RURAL,47637641,0,927120,240/120,PRIMARIA,CAUCHERAS,AEREO,404-12,,7.621,R,927120,1F,5480,APARTADO
12697941,APARTADÓ,URABA,,SUBTERRANEO,APARTADO,401-15,PRIMARIA,13.2,480/277,2,300,STR,81749,927131,APARTADÓ,LA CHINITA,SUNTEC,12697941,718533.6,1364358.09,,7.88318,-76.62909,5/19/2011,5/19/2011,4/1/2020,2/27/2018,URBANO,57350536,0,927131,480/277,PRIMARIA,APARTADO,SUBTERRANEO,401-15,,13.2,STR,927131,3F,5045,APARTADO
12697942,APARTADÓ,URABA,,SUBTERRANEO,APARTADO,401-11,PRIMARIA,13.2,480/277,2,225,RST,81746,927132,APARTADÓ,20 DE ENERO,SUNTEC,12697942,720675.055,1363491.769,,7.87547,-76.60964,5/19/2011,5/19/2011,4/1/2020,4/16/2018,URBANO,57350534,0,927132,480/277,PRIMARIA,APARTADO,SUBTERRANEO,401-11,,13.2,RST,927132,3F,5045,APARTADO
12698379,,URABA,,AEREO,NECOCLI,415-13,PRIMARIA,7.621,240/120,1,25,R,86850,927138,NECOCLÍ,,MAGNETRON,12698379,713232.27,1436882.248,,8.53796,-76.68137,5/19/2011,5/19/2011,4/14/2020,4/13/2018,RURAL,57432613,0,927138,240/120,PRIMARIA,NECOCLI,AEREO,415-13,,7.621,R,927138,1F,5490,TURBO
12699390,,URABA,,AEREO,CAUCHERAS,404-12,PRIMARIA,7.621,240/120,1,5,T,125978,927149,MUTATÁ,,MAGNETRON,12699390,725988.383,1306668.138,,7.36244,-76.55855,5/20/2011,5/7/2015,4/1/2020,4/16/2018,RURAL,57313426,57354753,927149,240/120,PRIMARIA,CAUCHERAS,AEREO,404-12,,7.621,T,927149,1F,5480,APARTADO
12701078,,URABA,,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,240/120,1,3,R,88368,927172,MUTATÁ,,RYMEL,12701078,738020.51,1297837.415,,7.28325,-76.44925,5/24/2011,5/24/2011,4/1/2020,4/16/2018,RURAL,57351611,57351612,927172,240/120,PRIMARIA,CAUCHERAS,AEREO,404-11,,7.621,R,927172,1F,5480,APARTADO
12701199,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,5,T,139407,927174,NECOCLÍ,,MAGNETRON,12701199,722214.195,1446650.074,,8.62673,-76.60045,5/24/2011,8/23/2017,4/1/2020,4/16/2018,RURAL,57351299,0,927174,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,T,927174,1F,5490,TURBO
12703336,,URABA,,AEREO,URABA,411-13,PRIMARIA,7.621,240/120,1,10,R,84127,927197,TURBO,,ABB,12703336,714518.754,1385482.751,,8.07376,-76.6666,5/27/2011,5/27/2011,1/16/2020,4/16/2018,RURAL,57352262,57352264,927197,240/120,PRIMARIA,URABA,AEREO,411-13,,7.621,R,927197,1F,5837,TURBO
12703429,,URABA,,AEREO,URABA,411-11,PRIMARIA,7.621,240/120,1,10,T,25887,927198,TURBO,,WESTINGHOUSE,12703429,726370.927,1381837.016,,8.0415,-76.55903,5/27/2011,11/21/2011,4/1/2020,4/16/2018,RURAL,57352277,0,927198,240/120,PRIMARIA,URABA,AEREO,411-11,,7.621,T,927198,1F,5837,TURBO
12706211,,URABA,,AEREO,CAREPA,412-11,PRIMARIA,7.621,240/120,1,3,R,88345,927222,CAREPA,,RYMEL,12706211,707496.166,1349277.657,,7.74635,-76.72821,5/31/2011,5/31/2011,4/1/2020,4/10/2018,RURAL,57353358,57353637,927222,240/120,PRIMARIA,CAREPA,AEREO,412-11,,7.621,R,927222,1F,5147,APARTADO
12706260,,URABA,,AEREO,CAREPA,412-11,PRIMARIA,7.621,120/240,1,5,R,458047,927223,CAREPA,,SIN CARGAR,12706260,706629.545,1348554.804,,7.73977,-76.73602,5/31/2011,5/31/2011,11/19/2019,4/10/2018,RURAL,57353389,57353456,927223,120/240,PRIMARIA,CAREPA,AEREO,412-11,,7.621,R,927223,1F,5147,APARTADO
12706527,,URABA,,AEREO,NECOCLI,415-12,PRIMARIA,7.621,240/120,1,3,R,85629,927229,NECOCLÍ,,SIEMENS,12706527,726957.295,1421604.281,,8.40077,-76.55595,6/1/2011,6/1/2011,4/1/2020,4/16/2018,RURAL,57353522,57353526,927229,240/120,PRIMARIA,NECOCLI,AEREO,415-12,,7.621,R,927229,1F,5490,TURBO
12707913,,URABA,,AEREO,NECOCLI,415-11,PRIMARIA,7.621,240/120,1,25,T,81803,927247,NECOCLÍ,,MAGNETRON,12707913,700418.877,1428010.582,,8.45711,-76.79715,6/3/2011,6/3/2011,4/1/2020,4/13/2018,RURAL,57354437,0,927247,240/120,PRIMARIA,NECOCLI,AEREO,415-11,,7.621,T,927247,1F,5490,TURBO
12707937,,URABA,,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,240/120,1,25,T,66574,927248,MUTATÁ,,SIEMENS,12707937,738853.838,1293986.527,,7.2485,-76.44153,6/3/2011,6/3/2011,4/1/2020,4/16/2018,RURAL,57364456,57381737,927248,240/120,PRIMARIA,CAUCHERAS,AEREO,404-11,,7.621,T,927248,1F,5480,APARTADO
12708782,,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,5,S,84938,927260,CAREPA,,RYMEL,12708782,719995.992,1349122.78,,7.74564,-76.61501,6/7/2011,6/7/2011,11/19/2019,3/24/2018,RURAL,57354392,57354407,927260,240/120,PRIMARIA,CAREPA,AEREO,412-14,,7.621,S,927260,1F,5147,APARTADO
12708927,,URABA,,SUBTERRANEO,URABA,411-13,PRIMARIA,13.2,228/132,1,225,RST,86834,927263,TURBO,,SUNTEC,12708927,715654.077,1383851.78,,8.0591,-76.65627,6/7/2011,6/7/2011,6/27/2018,4/16/2018,RURAL,57393437,0,927263,228/132,PRIMARIA,URABA,SUBTERRANEO,411-13,,13.2,RST,927263,3F,5837,TURBO
12709586,,URABA,,AEREO,PUEBLO BELLO,410-11,PRIMARIA,7.621,240/120,1,5,S,75275,927272,TURBO,,RYMEL,12709586,729575.609,1407545.258,,8.27391,-76.5314,6/7/2011,6/7/2011,4/1/2020,4/10/2018,RURAL,57354761,57354763,927272,240/120,PRIMARIA,PUEBLO BELLO,AEREO,410-11,,7.621,S,927272,1F,5837,TURBO
12711945,,URABA,,AEREO,NECOCLI,415-12,PRIMARIA,7.621,240/120,1,3,R,85696,927311,TURBO,,SIEMENS,12711945,726175.119,1421388.776,,8.39877,-76.56311,6/10/2011,6/10/2011,4/1/2020,4/16/2018,RURAL,57286385,57355761,927311,240/120,PRIMARIA,NECOCLI,AEREO,415-12,,7.621,R,927311,1F,5837,TURBO
12712355,,URABA,,AEREO,URABA,411-11,PRIMARIA,7.621,240/120,1,3,T,78270,927318,TURBO,,SIEMENS,12712355,723482.364,1381474.826,,8.03807,-76.58519,6/10/2011,6/10/2011,4/1/2020,4/16/2018,RURAL,57368298,0,927318,240/120,PRIMARIA,URABA,AEREO,411-11,,7.621,T,927318,1F,5837,TURBO
12714503,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,3,T,88605,927339,SAN JUAN DE URABÁ,,SIEMENS,12714503,722898.163,1450673.418,,8.66311,-76.59449,6/14/2011,6/14/2011,4/1/2020,4/16/2018,RURAL,57359829,0,927339,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,T,927339,1F,5659,TURBO
12714877,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-12,PRIMARIA,13.2,231/133,1,75,RST,80097,927341,CHIGORODÓ,CHIGORODO,TPL,12714877,711604.119,1340706.89,,7.66904,-76.69065,6/14/2011,7/15/2011,3/2/2020,4/5/2018,URBANO,47635294,58009655,927341,231/133,PRIMARIA,CHIGORODO,AEREO,403-12,,13.2,RST,927341,3F,5172,APARTADO
12715196,APARTADÓ,URABA,,SUBTERRANEO,APARTADO,401-13,PRIMARIA,13.2,480/277,2,225,TSR,81742,927346,APARTADÓ,ESTADIO,SUNTEC,12715196,717958.635,1365437.736,,7.8929,-76.63436,6/15/2011,6/15/2011,4/1/2020,2/28/2018,URBANO,57382991,0,927346,480/277,PRIMARIA,APARTADO,SUBTERRANEO,401-13,,13.2,TSR,927346,3F,5045,APARTADO
12716890,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,10,T,82651,927363,SAN JUAN DE URABÁ,,RYMEL,12716890,722921.359,1450064.096,,8.65761,-76.59424,6/17/2011,6/17/2011,4/1/2020,4/16/2018,RURAL,57443056,57443059,927363,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,T,927363,1F,5659,TURBO
12718041,,URABA,,AEREO,NECOCLI,415-12,PRIMARIA,7.621,240/120,1,25,R,81065,927368,NECOCLÍ,,DESC,12718041,707107.807,1414117.538,,8.33197,-76.73554,6/20/2011,6/20/2011,10/4/2018,4/16/2018,RURAL,57336349,0,927368,240/120,PRIMARIA,NECOCLI,AEREO,415-12,,7.621,R,927368,1F,5490,TURBO
12718055,APARTADÓ,URABA,,AEREO,APARTADO,401-15,PRIMARIA,7.621,240/120,1,37.5,R,129609,927369,APARTADÓ,SIN NOMBRE,MAGNETRON,12718055,717089.628,1365153.724,,7.89035,-76.64204,6/20/2011,1/2/2014,4/1/2020,2/27/2018,URBANO,57347755,0,927369,240/120,PRIMARIA,APARTADO,AEREO,401-15,,7.621,R,927369,1F,5045,APARTADO
12718849,,URABA,,AEREO,APARTADO,401-11,PRIMARIA,7.621,120/240,1,25,S,89141,927390,APARTADÓ,,ABB,12718849,721110.447,1363842.809,,7.87867,-76.60571,6/21/2011,6/21/2011,4/1/2020,4/16/2018,RURAL,57381329,57358863,927390,120/240,PRIMARIA,APARTADO,AEREO,401-11,,7.621,S,927390,1F,5045,APARTADO
12718854,,URABA,,AEREO,APARTADO,401-11,PRIMARIA,7.621,120/240,1,25,S,89135,927391,APARTADÓ,,ABB,12718854,721027.585,1363880.914,,7.87901,-76.60647,6/21/2011,6/21/2011,4/1/2020,4/16/2018,URBANO,57381328,57358821,927391,120/240,PRIMARIA,APARTADO,AEREO,401-11,,7.621,S,927391,1F,5045,APARTADO
12719758,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,3,R,83085,927409,ARBOLETES,,SIEMENS,12719758,738521.368,1446274.901,,8.62428,-76.45241,6/22/2011,6/22/2011,4/1/2020,4/16/2018,RURAL,57441567,57359080,927409,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,R,927409,1F,5051,TURBO
12719986,,URABA,,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,240/120,1,3,T,83368,927414,CHIGORODÓ,,SIEMENS,12719986,703671.688,1345071.908,,7.70815,-76.76261,6/23/2011,6/23/2011,4/1/2020,4/5/2018,RURAL,47634907,0,927414,240/120,PRIMARIA,CHIGORODO,AEREO,403-12,,7.621,T,927414,1F,5172,APARTADO
12721194,,URABA,,AEREO,TURBO,402-13,PRIMARIA,7.621,240/120,1,3,R,83316,927431,TURBO,,SIEMENS,12721194,711519.26,1393219.058,,8.14347,-76.69429,6/28/2011,6/28/2011,4/1/2020,4/5/2018,RURAL,57400134,0,927431,240/120,PRIMARIA,TURBO,AEREO,402-13,,7.621,R,927431,1F,5837,TURBO
12721235,,URABA,,AEREO,TURBO,402-13,PRIMARIA,7.621,240/120,1,3,R,82711,927433,TURBO,,RYMEL,12721235,711457.462,1394018.097,,8.15072,-76.69491,6/28/2011,6/28/2011,2/4/2020,4/5/2018,RURAL,57400168,58003089,927433,240/120,PRIMARIA,TURBO,AEREO,402-13,,7.621,R,927433,1F,5837,TURBO
12721254,,URABA,,AEREO,TURBO,402-13,PRIMARIA,7.621,240/120,1,5,R,87171,927434,TURBO,,RYMEL,12721254,711040.076,1393903.304,,8.14983,-76.69869,6/28/2011,12/5/2012,4/1/2020,4/5/2018,RURAL,57405930,0,927434,240/120,PRIMARIA,TURBO,AEREO,402-13,,7.621,R,927434,1F,5837,TURBO
12721268,,URABA,,AEREO,TURBO,402-13,PRIMARIA,7.621,240/120,1,3,R,82701,927435,TURBO,,RYMEL,12721268,710615.989,1393552.468,,8.14643,-76.7025,6/28/2011,6/28/2011,4/1/2020,4/5/2018,RURAL,57359785,57359786,927435,240/120,PRIMARIA,TURBO,AEREO,402-13,,7.621,R,927435,1F,5837,TURBO
12721294,,URABA,,AEREO,TURBO,402-13,PRIMARIA,7.621,240/120,1,3,R,88953,927436,TURBO,,RYMEL,12721294,711769.122,1394856.078,,8.15828,-76.69213,6/28/2011,6/28/2011,4/1/2020,4/5/2018,RURAL,57359795,57359797,927436,240/120,PRIMARIA,TURBO,AEREO,402-13,,7.621,R,927436,1F,5837,TURBO
12721653,,URABA,,AEREO,TURBO,402-13,PRIMARIA,7.621,240/120,1,5,R,84898,927452,TURBO,,RYMEL,12721653,711992.366,1392104.415,,8.13343,-76.68994,6/29/2011,6/29/2011,11/19/2019,4/5/2018,RURAL,57359942,57359947,927452,240/120,PRIMARIA,TURBO,AEREO,402-13,,7.621,R,927452,1F,5837,TURBO
12722109,,URABA,,AEREO,PUEBLO BELLO,410-11,PRIMARIA,7.621,240/120,1,3,S,88669,927461,TURBO,,SIEMENS,12722109,728884.835,1400845.546,,8.21335,-76.5373,6/30/2011,6/30/2011,4/1/2020,4/10/2018,RURAL,57360125,57360174,927461,240/120,PRIMARIA,PUEBLO BELLO,AEREO,410-11,,7.621,S,927461,1F,5837,TURBO
12722144,,URABA,,AEREO,LA ATOYOSA,414-13,PRIMARIA,7.621,240/120,1,3,T,83076,927463,ARBOLETES,,SIEMENS,12722144,739775.32,1454171.633,,8.69569,-76.44148,6/30/2011,6/30/2011,4/1/2020,10/6/2018,RURAL,57360145,57360148,927463,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-13,,7.621,T,927463,1F,5051,TURBO
12722155,,URABA,,AEREO,PUEBLO BELLO,410-11,PRIMARIA,7.621,240/120,1,3,S,88367,927464,TURBO,,RYMEL,12722155,728609.562,1403117.999,,8.23387,-76.53992,6/30/2011,6/30/2011,4/1/2020,4/10/2018,RURAL,57259442,57360168,927464,240/120,PRIMARIA,PUEBLO BELLO,AEREO,410-11,,7.621,S,927464,1F,5837,TURBO
12722254,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,3,S,88628,927466,NECOCLÍ,,SIEMENS,12722254,721027.655,1435448.715,,8.52548,-76.61055,6/30/2011,6/30/2011,4/1/2020,4/16/2018,RURAL,57360754,57360766,927466,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,S,927466,1F,5490,TURBO
12722570,,URABA,,AEREO,TURBO,402-14,PRIMARIA,7.621,240/120,1,15,S,86893,927471,TURBO,,MAGNETRON,12722570,709866.122,1389110.426,,8.1063,-76.70915,7/1/2011,7/8/2011,5/19/2020,4/16/2018,RURAL,57360367,70755717,927471,240/120,PRIMARIA,TURBO,AEREO,402-14,,7.621,S,927471,1F,5837,TURBO
12722675,CAREPA,URABA,,AEREO,CAREPA,412-11,PRIMARIA,13.2,214/124,1,30,STR,89150,927473,CAREPA,LAURELES TERMINAL,ABB,12722675,715184.78,1350004.683,,7.75335,-76.65858,7/5/2011,7/5/2011,4/1/2020,4/10/2018,URBANO,57357576,0,927473,214/124,PRIMARIA,CAREPA,AEREO,412-11,,13.2,STR,927473,3F,5147,APARTADO
12722719,,URABA,,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,240/120,1,5,S,135637,927474,NECOCLÍ,,MAGNETRON,12722719,719508.36,1444809.579,,8.61001,-76.625,7/5/2011,12/21/2016,4/1/2020,4/13/2018,RURAL,57360454,57567982,927474,240/120,PRIMARIA,ARBOLETES,AEREO,409-12,,7.621,S,927474,1F,5490,TURBO
12722744,,URABA,,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,240/120,1,3,S,85941,927475,NECOCLÍ,,SIEMENS,12722744,718898.469,1445473.021,,8.6159,-76.63048,7/5/2011,7/5/2011,4/1/2020,4/13/2018,RURAL,57360470,57360471,927475,240/120,PRIMARIA,ARBOLETES,AEREO,409-12,,7.621,S,927475,1F,5490,TURBO
12722760,,URABA,,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,240/120,1,3,S,84351,927476,NECOCLÍ,,RYMEL,12722760,718733.288,1445570.936,,8.61677,-76.63198,7/5/2011,7/5/2011,4/1/2020,4/13/2018,RURAL,57360474,57360475,927476,240/120,PRIMARIA,ARBOLETES,AEREO,409-12,,7.621,S,927476,1F,5490,TURBO
12722783,,URABA,,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,240/120,1,3,S,80700,927477,NECOCLÍ,,SIEMENS,12722783,718523.695,1445774.581,,8.6186,-76.6339,7/5/2011,7/5/2011,4/1/2020,4/13/2018,RURAL,57360482,57360486,927477,240/120,PRIMARIA,ARBOLETES,AEREO,409-12,,7.621,S,927477,1F,5490,TURBO
12722857,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,5,T,87520,927478,SAN JUAN DE URABÁ,,RYMEL,12722857,722274.188,1449889.934,,8.656,-76.6001,7/5/2011,7/5/2011,4/1/2020,4/16/2018,RURAL,57443375,57360525,927478,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,T,927478,1F,5659,TURBO
12722860,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,3,T,88619,927480,NECOCLÍ,,SIEMENS,12722860,721973.734,1450448.948,,8.66103,-76.60287,7/5/2011,7/5/2011,4/1/2020,4/16/2018,RURAL,57443837,0,927480,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,T,927480,1F,5490,TURBO
12722865,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,3,T,88622,927481,SAN JUAN DE URABÁ,,SIEMENS,12722865,722049.865,1450901.467,,8.66512,-76.6022,7/5/2011,7/5/2011,4/1/2020,4/16/2018,RURAL,57443842,57360522,927481,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,T,927481,1F,5659,TURBO
12722997,,URABA,,AEREO,CHIGORODO,403-16,PRIMARIA,13.2,214/123,1,45,RST,62818,927486,CHIGORODÓ,,MAGNETRON,12722997,714048.535,1338992.958,,7.65381,-76.66831,7/6/2011,7/6/2011,4/1/2020,4/16/2018,RURAL,57144519,0,927486,214/123,PRIMARIA,CHIGORODO,AEREO,403-16,,13.2,RST,927486,3F,5172,APARTADO
12723055,,URABA,,AEREO,NECOCLI,415-12,PRIMARIA,7.621,240/120,1,3,R,85663,927490,NECOCLÍ,,SIEMENS,12723055,720892.531,1421288.874,,8.39757,-76.61094,7/6/2011,7/6/2011,4/1/2020,4/16/2018,RURAL,57360613,57360621,927490,240/120,PRIMARIA,NECOCLI,AEREO,415-12,,7.621,R,927490,1F,5490,TURBO
12723128,,URABA,,AEREO,NECOCLI,415-12,PRIMARIA,7.621,240/120,1,3,R,85504,927492,NECOCLÍ,,SIEMENS,12723128,720417.016,1420647.621,,8.39175,-76.61522,7/6/2011,7/6/2011,4/1/2020,4/16/2018,RURAL,57360609,57360630,927492,240/120,PRIMARIA,NECOCLI,AEREO,415-12,,7.621,R,927492,1F,5490,TURBO
12723177,,URABA,,AEREO,NECOCLI,415-12,PRIMARIA,7.621,240/120,1,3,S,85633,927494,NECOCLÍ,,SIEMENS,12723177,719505.307,1422422.287,,8.40772,-76.62359,7/6/2011,7/6/2011,4/1/2020,4/16/2018,RURAL,57360650,57365654,927494,240/120,PRIMARIA,NECOCLI,AEREO,415-12,,7.621,S,927494,1F,5490,TURBO
12723708,,URABA,,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,240/120,1,5,T,84913,927504,CHIGORODÓ,,RYMEL,12723708,707943.677,1338212.331,,7.64659,-76.72365,7/7/2011,7/18/2011,4/1/2020,4/5/2018,RURAL,57360808,57360820,927504,240/120,PRIMARIA,CHIGORODO,AEREO,403-12,,7.621,T,927504,1F,5172,APARTADO
12723756,,URABA,,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,240/120,1,5,T,87867,927505,CHIGORODÓ,,RYMEL,12723756,707955.938,1337991.144,,7.64441,-76.72352,7/7/2011,7/18/2011,4/28/2020,4/5/2018,RURAL,57360811,57360826,927505,240/120,PRIMARIA,CHIGORODO,AEREO,403-12,,7.621,T,927505,1F,5172,APARTADO
12723863,,URABA,,AEREO,LA ATOYOSA,414-13,PRIMARIA,7.621,240/120,1,3,S,93547,927509,ARBOLETES,,RYMEL,12723863,744600.439,1457502.851,,8.72606,-76.39785,7/7/2011,4/10/2012,4/1/2020,10/6/2018,RURAL,57360944,57360976,927509,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-13,,7.621,S,927509,1F,5051,TURBO
12723864,,URABA,,AEREO,LA ATOYOSA,414-13,PRIMARIA,7.621,240/120,1,10,S,134361,927510,ARBOLETES,,MAGNETRON,12723864,744912.758,1457744.222,,8.7283,-76.39494,7/7/2011,10/4/2017,4/1/2020,10/6/2018,RURAL,57360897,57360973,927510,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-13,,7.621,S,927510,1F,5051,TURBO
12723866,,URABA,,AEREO,LA ATOYOSA,414-13,PRIMARIA,7.621,240/120,1,3,S,93554,927512,ARBOLETES,,RYMEL,12723866,745044.827,1457431.318,,8.72544,-76.39381,7/7/2011,4/10/2012,4/1/2020,10/6/2018,RURAL,57360918,57360978,927512,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-13,,7.621,S,927512,1F,5051,TURBO
12724718,,URABA,,AEREO,TURBO,402-12,PRIMARIA,7.621,240/120,1,55,S,86509,927523,TURBO,,MAGNETRON,12724718,706953.042,1390596.963,,8.11952,-76.73553,7/11/2011,7/11/2011,4/1/2020,4/3/2018,RURAL,57400890,57361499,927523,240/120,PRIMARIA,TURBO,AEREO,402-12,,7.621,S,927523,1F,5837,TURBO
12725575,,URABA,,AEREO,TURBO,402-12,PRIMARIA,7.621,240/120,1,3,S,86902,927539,TURBO,,RYMEL,12725575,707175.163,1391367.26,,8.12649,-76.73356,7/12/2011,9/29/2011,4/1/2020,4/3/2018,RURAL,57361279,57361567,927539,240/120,PRIMARIA,TURBO,AEREO,402-12,,7.621,S,927539,1F,5837,TURBO
12725603,,URABA,,AEREO,TURBO,402-12,PRIMARIA,7.621,240/120,1,3,S,86879,927541,TURBO,,RYMEL,12725603,707337.069,1391436.48,,8.12713,-76.7321,7/12/2011,7/12/2011,4/1/2020,4/3/2018,RURAL,57401049,57361576,927541,240/120,PRIMARIA,TURBO,AEREO,402-12,,7.621,S,927541,1F,5837,TURBO
12727256,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,120/240,1,5,T,688615,927570,NECOCLÍ,,SIN CARGAR,12727256,720746.546,1444036.384,,8.60303,-76.61362,7/14/2011,9/15/2015,4/1/2020,4/16/2018,RURAL,57292934,57362622,927570,120/240,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,T,927570,1F,5490,TURBO
12727278,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,3,T,88606,927571,NECOCLÍ,,SIEMENS,12727278,721032.69,1444242.033,,8.60491,-76.61103,7/14/2011,7/14/2011,4/1/2020,4/16/2018,RURAL,57292965,0,927571,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,T,927571,1F,5490,TURBO
12727282,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,3,T,88922,927572,NECOCLÍ,,RYMEL,12727282,720692.493,1443752.768,,8.60047,-76.61409,7/14/2011,7/14/2011,4/1/2020,4/16/2018,RURAL,57424167,57362592,927572,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,T,927572,1F,5490,TURBO
12727291,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,3,T,87487,927573,NECOCLÍ,,RYMEL,12727291,721155.27,1443700.745,,8.60003,-76.60989,7/14/2011,7/14/2011,4/1/2020,4/16/2018,RURAL,57362268,57362619,927573,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,T,927573,1F,5490,TURBO
12727339,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,3,T,88347,927575,NECOCLÍ,,RYMEL,12727339,720762.216,1443483.561,,8.59804,-76.61344,7/14/2011,7/14/2011,4/1/2020,4/16/2018,RURAL,57362278,0,927575,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,T,927575,1F,5490,TURBO
12727391,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,10,T,127814,927578,NECOCLÍ,,MAGNETRON,12727391,720462.951,1442975.452,,8.59343,-76.61613,7/14/2011,11/9/2015,4/1/2020,4/16/2018,RURAL,57424306,0,927578,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,T,927578,1F,5490,TURBO
12727593,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,3,S,89343,927582,NECOCLÍ,,SIEMENS,12727593,723961.511,1430646.923,,8.48228,-76.58365,7/15/2011,7/15/2011,4/1/2020,4/16/2018,RURAL,57362402,0,927582,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,S,927582,1F,5490,TURBO
12727596,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,3,S,89313,927583,NECOCLÍ,,SIEMENS,12727596,725568.107,1430579.796,,8.48176,-76.56907,7/15/2011,7/15/2011,4/1/2020,4/16/2018,RURAL,57362404,0,927583,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,S,927583,1F,5490,TURBO
12727662,,URABA,,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,240/120,1,3,S,89312,927584,NECOCLÍ,,SIEMENS,12727662,722581.265,1431639.094,,8.49116,-76.59623,7/15/2011,7/15/2011,4/1/2020,4/16/2018,RURAL,57362437,0,927584,240/120,PRIMARIA,LA ATOYOSA,AEREO,414-11,,7.621,S,927584,1F,5490,TURBO
12727712,,URABA,,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,240/120,1,3,S,88718,927586,NECOCLÍ,,SIEMENS,12727712,720592.887,1446080.917,,8.62149,-76.61514,7/15/2011,7/15/2011,4/1/2020,4/13/2018,RURAL,57362470,0,927586,240/120,PRIMARIA,ARBOLETES,AEREO,409-12,,7.621,S,927586,1F,5490,TURBO
