,Circuit,Nombre_municipio,day,Month,District,ServiceType,NumberOT
12823,415-11,NECOCLÍ,3,3,Turbo TyD,Mantenimiento Energía,1
12824,415-11,NECOCLÍ,3,4,Turbo TyD,Daños Energía,2
12825,415-11,NECOCLÍ,3,8,Turbo TyD,Daños Energía,1
12826,415-11,NECOCLÍ,3,9,Turbo TyD,Daños Energía,3
12827,415-11,NECOCLÍ,3,10,Turbo TyD,Daños Energía,3
12828,415-11,NECOCLÍ,3,10,Turbo TyD,Mantenimiento Energía,1
12829,415-11,NECOCLÍ,3,11,Turbo TyD,Mantenimiento Energía,1
12830,415-11,NECOCLÍ,3,12,Turbo TyD,Daños Energía,4
12831,415-11,NECOCLÍ,4,1,Turbo TyD,Daños Energía,4
12832,415-11,NECOCLÍ,4,1,Turbo TyD,Mantenimiento Energía,1
12833,415-11,NECOCLÍ,4,3,Turbo TyD,Daños Energía,1
12834,415-11,NECOCLÍ,4,5,Turbo TyD,Daños Energía,1
12835,415-11,NECOCLÍ,4,6,Turbo TyD,Daños Energía,7
12836,415-11,NECOCLÍ,4,6,Turbo TyD,Mantenimiento Energía,5
12837,415-11,NECOCLÍ,4,7,Turbo TyD,Daños Energía,5
12838,415-11,NECOCLÍ,4,7,Turbo TyD,Mantenimiento Energía,1
12839,415-11,NECOCLÍ,4,8,Turbo TyD,Daños Energía,1
12840,415-11,NECOCLÍ,4,9,Turbo TyD,Daños Energía,3
12841,415-11,NECOCLÍ,4,9,Turbo TyD,Mantenimiento Energía,1
12842,415-11,NECOCLÍ,4,10,Turbo TyD,Daños Energía,2
12843,415-11,NECOCLÍ,4,12,Turbo TyD,Daños Energía,3
12844,415-11,NECOCLÍ,5,1,Turbo TyD,Daños Energía,5
12845,415-11,NECOCLÍ,5,2,Turbo TyD,Daños Energía,3
12846,415-11,NECOCLÍ,5,4,Turbo TyD,Daños Energía,1
12847,415-11,NECOCLÍ,5,5,Turbo TyD,Daños Energía,2
12848,415-11,NECOCLÍ,5,6,Turbo TyD,Daños Energía,2
12849,415-11,NECOCLÍ,5,7,Turbo TyD,Daños Energía,3
12850,415-11,NECOCLÍ,5,7,Turbo TyD,Mantenimiento Energía,1
12851,415-11,NECOCLÍ,5,8,Turbo TyD,Daños Energía,4
12852,415-11,NECOCLÍ,5,9,Turbo TyD,Daños Energía,3
12853,415-11,NECOCLÍ,5,9,Turbo TyD,Mantenimiento Energía,1
12854,415-11,NECOCLÍ,5,12,Turbo TyD,Daños Energía,3
12855,415-11,NECOCLÍ,6,1,Turbo TyD,Daños Energía,1
12856,415-11,NECOCLÍ,6,1,Turbo TyD,Mantenimiento Energía,2
12857,415-11,NECOCLÍ,6,2,Turbo TyD,Daños Energía,2
12858,415-11,NECOCLÍ,6,4,Turbo TyD,Daños Energía,1
12859,415-11,NECOCLÍ,6,5,Turbo TyD,Daños Energía,1
12860,415-11,NECOCLÍ,6,6,Turbo TyD,Daños Energía,2
12861,415-11,NECOCLÍ,6,6,Turbo TyD,Mantenimiento Energía,1
12862,415-11,NECOCLÍ,6,7,Turbo TyD,Daños Energía,1
12863,415-11,NECOCLÍ,6,8,Turbo TyD,Daños Energía,2
12864,415-11,NECOCLÍ,6,9,Turbo TyD,Daños Energía,4
12865,415-11,NECOCLÍ,6,11,Turbo TyD,Daños Energía,4
12866,415-11,NECOCLÍ,7,1,Turbo TyD,Mantenimiento Energía,2
12867,415-11,NECOCLÍ,7,2,Turbo TyD,Daños Energía,2
12868,415-11,NECOCLÍ,7,2,Turbo TyD,Mantenimiento Energía,1
12869,415-11,NECOCLÍ,7,3,Turbo TyD,Daños Energía,1
12870,415-11,NECOCLÍ,7,3,Turbo TyD,Mantenimiento Energía,1
12871,415-11,NECOCLÍ,7,4,Turbo TyD,Daños Energía,1
12872,415-11,NECOCLÍ,7,5,Turbo TyD,Daños Energía,2
12873,415-11,NECOCLÍ,7,5,Turbo TyD,Mantenimiento Energía,8
12874,415-11,NECOCLÍ,7,6,Turbo TyD,Daños Energía,1
12875,415-11,NECOCLÍ,7,6,Turbo TyD,Mantenimiento Energía,8
12876,415-11,NECOCLÍ,7,7,Turbo TyD,Daños Energía,2
12877,415-11,NECOCLÍ,7,7,Turbo TyD,Mantenimiento Energía,1
12878,415-11,NECOCLÍ,7,8,Turbo TyD,Daños Energía,1
12879,415-11,NECOCLÍ,7,9,Turbo TyD,Daños Energía,5
12880,415-11,NECOCLÍ,7,9,Turbo TyD,Mantenimiento Energía,4
12881,415-11,NECOCLÍ,7,10,Turbo TyD,Daños Energía,2
12882,415-11,NECOCLÍ,7,11,Turbo TyD,Daños Energía,3
12883,415-11,NECOCLÍ,8,2,Turbo TyD,Daños Energía,1
12884,415-11,NECOCLÍ,8,4,Turbo TyD,Daños Energía,1
12885,415-11,NECOCLÍ,8,5,Turbo TyD,Daños Energía,1
12886,415-11,NECOCLÍ,8,7,Turbo TyD,Daños Energía,7
12887,415-11,NECOCLÍ,8,10,Turbo TyD,Daños Energía,1
12888,415-11,NECOCLÍ,8,11,Turbo TyD,Daños Energía,6
12889,415-11,NECOCLÍ,8,12,Turbo TyD,Daños Energía,2
12890,415-11,NECOCLÍ,9,1,Turbo TyD,Daños Energía,3
12891,415-11,NECOCLÍ,9,1,Turbo TyD,Mantenimiento Energía,1
12892,415-11,NECOCLÍ,9,2,Turbo TyD,Daños Energía,1
12893,415-11,NECOCLÍ,9,4,Turbo TyD,Daños Energía,2
12894,415-11,NECOCLÍ,9,4,Turbo TyD,Mantenimiento Energía,2
12895,415-11,NECOCLÍ,9,5,Turbo TyD,Daños Energía,2
12896,415-11,NECOCLÍ,9,5,Turbo TyD,Mantenimiento Energía,1
12897,415-11,NECOCLÍ,9,6,Turbo TyD,Daños Energía,1
12898,415-11,NECOCLÍ,9,7,Turbo TyD,Daños Energía,6
12899,415-11,NECOCLÍ,9,8,Turbo TyD,Daños Energía,2
12900,415-11,NECOCLÍ,9,10,Turbo TyD,Daños Energía,2
12901,415-11,NECOCLÍ,9,12,Turbo TyD,Daños Energía,1
12902,415-11,NECOCLÍ,9,12,Turbo TyD,Mantenimiento Energía,2
12903,415-11,NECOCLÍ,10,1,Turbo TyD,Daños Energía,1
12904,415-11,NECOCLÍ,10,1,Turbo TyD,Mantenimiento Energía,1
12905,415-11,NECOCLÍ,10,2,Turbo TyD,Daños Energía,1
12906,415-11,NECOCLÍ,10,4,Turbo TyD,Daños Energía,5
12907,415-11,NECOCLÍ,10,4,Turbo TyD,Mantenimiento Energía,1
12908,415-11,NECOCLÍ,10,5,Turbo TyD,Daños Energía,3
12909,415-11,NECOCLÍ,10,5,Turbo TyD,Mantenimiento Energía,1
12910,415-11,NECOCLÍ,10,6,Turbo TyD,Daños Energía,4
12911,415-11,NECOCLÍ,10,7,Turbo TyD,Daños Energía,3
12912,415-11,NECOCLÍ,10,8,Turbo TyD,Daños Energía,3
12913,415-11,NECOCLÍ,10,9,Turbo TyD,Daños Energía,3
12914,415-11,NECOCLÍ,10,10,Turbo TyD,Daños Energía,2
12915,415-11,NECOCLÍ,10,12,Turbo TyD,Daños Energía,3
12916,415-11,NECOCLÍ,11,4,Turbo TyD,Daños Energía,2
12917,415-11,NECOCLÍ,11,5,Turbo TyD,Daños Energía,2
12918,415-11,NECOCLÍ,11,6,Turbo TyD,Daños Energía,6
12919,415-11,NECOCLÍ,11,7,Turbo TyD,Daños Energía,3
12920,415-11,NECOCLÍ,11,8,Turbo TyD,Daños Energía,3
12921,415-11,NECOCLÍ,11,9,Turbo TyD,Daños Energía,1
12922,415-11,NECOCLÍ,11,10,Turbo TyD,Daños Energía,2
12923,415-11,NECOCLÍ,12,1,Turbo TyD,Daños Energía,1
12924,415-11,NECOCLÍ,12,2,Turbo TyD,Daños Energía,1
12925,415-11,NECOCLÍ,12,3,Turbo TyD,Daños Energía,1
12926,415-11,NECOCLÍ,12,4,Turbo TyD,Daños Energía,1
12927,415-11,NECOCLÍ,12,5,Turbo TyD,Daños Energía,2
12928,415-11,NECOCLÍ,12,6,Turbo TyD,Daños Energía,6
12929,415-11,NECOCLÍ,12,7,Turbo TyD,Daños Energía,2
12930,415-11,NECOCLÍ,12,8,Turbo TyD,Daños Energía,1
12931,415-11,NECOCLÍ,12,8,Turbo TyD,Mantenimiento Energía,2
12932,415-11,NECOCLÍ,12,9,Turbo TyD,Daños Energía,1
12933,415-11,NECOCLÍ,12,10,Turbo TyD,Daños Energía,1
12934,415-11,NECOCLÍ,12,11,Turbo TyD,Daños Energía,2
12935,415-11,NECOCLÍ,12,12,Turbo TyD,Daños Energía,4
12936,415-11,NECOCLÍ,12,12,Turbo TyD,Mantenimiento Energía,1
12937,415-11,NECOCLÍ,13,3,Turbo TyD,Daños Energía,1
12938,415-11,NECOCLÍ,13,4,Turbo TyD,Daños Energía,6
12939,415-11,NECOCLÍ,13,5,Turbo TyD,Daños Energía,1
12940,415-11,NECOCLÍ,13,5,Turbo TyD,Mantenimiento Energía,4
12941,415-11,NECOCLÍ,13,7,Turbo TyD,Daños Energía,3
12942,415-11,NECOCLÍ,13,8,Turbo TyD,Daños Energía,4
12943,415-11,NECOCLÍ,13,9,Turbo TyD,Daños Energía,2
12944,415-11,NECOCLÍ,13,9,Turbo TyD,Mantenimiento Energía,1
12945,415-11,NECOCLÍ,13,10,Turbo TyD,Daños Energía,1
12946,415-11,NECOCLÍ,13,11,Turbo TyD,Daños Energía,3
12947,415-11,NECOCLÍ,13,12,Turbo TyD,Daños Energía,2
12948,415-11,NECOCLÍ,14,1,Turbo TyD,Daños Energía,1
12949,415-11,NECOCLÍ,14,2,Turbo TyD,Daños Energía,2
12950,415-11,NECOCLÍ,14,3,Turbo TyD,Daños Energía,2
12951,415-11,NECOCLÍ,14,3,Turbo TyD,Mantenimiento Energía,1
12952,415-11,NECOCLÍ,14,4,Turbo TyD,Daños Energía,1
12953,415-11,NECOCLÍ,14,5,Turbo TyD,Daños Energía,1
12954,415-11,NECOCLÍ,14,6,Turbo TyD,Daños Energía,1
12955,415-11,NECOCLÍ,14,8,Turbo TyD,Daños Energía,3
12956,415-11,NECOCLÍ,14,10,Turbo TyD,Daños Energía,1
12957,415-11,NECOCLÍ,14,11,Turbo TyD,Daños Energía,1
12958,415-11,NECOCLÍ,14,12,Turbo TyD,Daños Energía,2
12959,415-11,NECOCLÍ,14,12,Turbo TyD,Mantenimiento Energía,1
12960,415-11,NECOCLÍ,15,1,Turbo TyD,Daños Energía,4
12961,415-11,NECOCLÍ,15,2,Turbo TyD,Daños Energía,2
12962,415-11,NECOCLÍ,15,3,Turbo TyD,Daños Energía,3
12963,415-11,NECOCLÍ,15,4,Turbo TyD,Daños Energía,3
12964,415-11,NECOCLÍ,15,7,Turbo TyD,Daños Energía,2
12965,415-11,NECOCLÍ,15,9,Turbo TyD,Daños Energía,1
12966,415-11,NECOCLÍ,15,11,Turbo TyD,Daños Energía,1
12967,415-11,NECOCLÍ,15,12,Turbo TyD,Daños Energía,2
12968,415-11,NECOCLÍ,15,12,Turbo TyD,Mantenimiento Energía,2
12969,415-11,NECOCLÍ,16,1,Turbo TyD,Daños Energía,4
12970,415-11,NECOCLÍ,16,1,Turbo TyD,Mantenimiento Energía,2
12971,415-11,NECOCLÍ,16,2,Turbo TyD,Daños Energía,2
12972,415-11,NECOCLÍ,16,5,Turbo TyD,Daños Energía,1
12973,415-11,NECOCLÍ,16,7,Turbo TyD,Daños Energía,2
12974,415-11,NECOCLÍ,16,8,Turbo TyD,Daños Energía,3
12975,415-11,NECOCLÍ,16,9,Turbo TyD,Daños Energía,3
12976,415-11,NECOCLÍ,16,10,Turbo TyD,Daños Energía,2
12977,415-11,NECOCLÍ,16,12,Turbo TyD,Daños Energía,1
12978,415-11,NECOCLÍ,17,1,Turbo TyD,Daños Energía,1
12979,415-11,NECOCLÍ,17,5,Turbo TyD,Daños Energía,1
12980,415-11,NECOCLÍ,17,6,Turbo TyD,Daños Energía,4
12981,415-11,NECOCLÍ,17,7,Turbo TyD,Daños Energía,1
12982,415-11,NECOCLÍ,17,8,Turbo TyD,Daños Energía,5
12983,415-11,NECOCLÍ,17,9,Turbo TyD,Daños Energía,1
12984,415-11,NECOCLÍ,17,10,Turbo TyD,Daños Energía,5
12985,415-11,NECOCLÍ,17,12,Turbo TyD,Daños Energía,3
12986,415-11,NECOCLÍ,18,1,Turbo TyD,Daños Energía,3
12987,415-11,NECOCLÍ,18,2,Turbo TyD,Daños Energía,3
12988,415-11,NECOCLÍ,18,2,Turbo TyD,Mantenimiento Energía,2
12989,415-11,NECOCLÍ,18,3,Turbo TyD,Daños Energía,1
12990,415-11,NECOCLÍ,18,4,Turbo TyD,Daños Energía,4
12991,415-11,NECOCLÍ,18,5,Turbo TyD,Daños Energía,1
12992,415-11,NECOCLÍ,18,6,Turbo TyD,Daños Energía,5
12993,415-11,NECOCLÍ,18,7,Turbo TyD,Daños Energía,2
12994,415-11,NECOCLÍ,18,8,Turbo TyD,Daños Energía,1
12995,415-11,NECOCLÍ,18,10,Turbo TyD,Daños Energía,2
12996,415-11,NECOCLÍ,18,11,Turbo TyD,Daños Energía,1
12997,415-11,NECOCLÍ,18,12,Turbo TyD,Daños Energía,4
12998,415-11,NECOCLÍ,18,12,Turbo TyD,Mantenimiento Energía,1
12999,415-11,NECOCLÍ,19,1,Turbo TyD,Daños Energía,1
13000,415-11,NECOCLÍ,19,3,Turbo TyD,Daños Energía,3
13001,415-11,NECOCLÍ,19,4,Turbo TyD,Daños Energía,2
13002,415-11,NECOCLÍ,19,4,Turbo TyD,Mantenimiento Energía,2
13003,415-11,NECOCLÍ,19,5,Turbo TyD,Daños Energía,1
13004,415-11,NECOCLÍ,19,6,Turbo TyD,Daños Energía,1
13005,415-11,NECOCLÍ,19,9,Turbo TyD,Daños Energía,1
13006,415-11,NECOCLÍ,19,9,Turbo TyD,Mantenimiento Energía,1
13007,415-11,NECOCLÍ,19,10,Turbo TyD,Daños Energía,4
13008,415-11,NECOCLÍ,19,11,Turbo TyD,Daños Energía,1
13009,415-11,NECOCLÍ,19,11,Turbo TyD,Mantenimiento Energía,3
13010,415-11,NECOCLÍ,19,12,Turbo TyD,Daños Energía,2
13011,415-11,NECOCLÍ,20,3,Turbo TyD,Daños Energía,1
13012,415-11,NECOCLÍ,20,4,Turbo TyD,Daños Energía,2
13013,415-11,NECOCLÍ,20,5,Turbo TyD,Mantenimiento Energía,7
13014,415-11,NECOCLÍ,20,6,Turbo TyD,Daños Energía,2
13015,415-11,NECOCLÍ,20,7,Turbo TyD,Daños Energía,1
13016,415-11,NECOCLÍ,20,8,Turbo TyD,Daños Energía,2
13017,415-11,NECOCLÍ,20,12,Turbo TyD,Daños Energía,3
13018,415-11,NECOCLÍ,21,1,Turbo TyD,Daños Energía,3
13019,415-11,NECOCLÍ,21,2,Turbo TyD,Daños Energía,2
13020,415-11,NECOCLÍ,21,3,Turbo TyD,Daños Energía,2
13021,415-11,NECOCLÍ,21,4,Turbo TyD,Daños Energía,1
13022,415-11,NECOCLÍ,21,5,Turbo TyD,Daños Energía,2
13023,415-11,NECOCLÍ,21,5,Turbo TyD,Mantenimiento Energía,1
13024,415-11,NECOCLÍ,21,6,Turbo TyD,Daños Energía,3
13025,415-11,NECOCLÍ,21,7,Turbo TyD,Daños Energía,2
13026,415-11,NECOCLÍ,21,8,Turbo TyD,Daños Energía,4
13027,415-11,NECOCLÍ,21,8,Turbo TyD,Mantenimiento Energía,5
13028,415-11,NECOCLÍ,21,9,Turbo TyD,Daños Energía,1
13029,415-11,NECOCLÍ,21,11,Turbo TyD,Daños Energía,1
13030,415-11,NECOCLÍ,21,12,Turbo TyD,Daños Energía,5
13031,415-11,NECOCLÍ,21,12,Turbo TyD,Mantenimiento Energía,1
13032,415-11,NECOCLÍ,22,2,Turbo TyD,Daños Energía,4
13033,415-11,NECOCLÍ,22,3,Turbo TyD,Daños Energía,2
13034,415-11,NECOCLÍ,22,4,Turbo TyD,Daños Energía,2
13035,415-11,NECOCLÍ,22,5,Turbo TyD,Daños Energía,2
13036,415-11,NECOCLÍ,22,5,Turbo TyD,Mantenimiento Energía,1
13037,415-11,NECOCLÍ,22,7,Turbo TyD,Daños Energía,2
13038,415-11,NECOCLÍ,22,8,Turbo TyD,Daños Energía,1
13039,415-11,NECOCLÍ,22,10,Turbo TyD,Mantenimiento Energía,1
13040,415-11,NECOCLÍ,22,12,Turbo TyD,Daños Energía,1
13041,415-11,NECOCLÍ,23,3,Turbo TyD,Daños Energía,2
13042,415-11,NECOCLÍ,23,4,Turbo TyD,Daños Energía,2
13043,415-11,NECOCLÍ,23,5,Turbo TyD,Mantenimiento Energía,1
13044,415-11,NECOCLÍ,23,6,Turbo TyD,Daños Energía,2
13045,415-11,NECOCLÍ,23,7,Turbo TyD,Daños Energía,2
13046,415-11,NECOCLÍ,23,7,Turbo TyD,Mantenimiento Energía,1
13047,415-11,NECOCLÍ,23,8,Turbo TyD,Daños Energía,6
13048,415-11,NECOCLÍ,23,9,Turbo TyD,Daños Energía,1
13049,415-11,NECOCLÍ,23,10,Turbo TyD,Daños Energía,1
13050,415-11,NECOCLÍ,23,11,Turbo TyD,Daños Energía,2
13051,415-11,NECOCLÍ,24,1,Turbo TyD,Mantenimiento Energía,1
13052,415-11,NECOCLÍ,24,3,Turbo TyD,Daños Energía,2
13053,415-11,NECOCLÍ,24,3,Turbo TyD,Mantenimiento Energía,2
13054,415-11,NECOCLÍ,24,4,Turbo TyD,Daños Energía,1
13055,415-11,NECOCLÍ,24,5,Turbo TyD,Daños Energía,2
13056,415-11,NECOCLÍ,24,7,Turbo TyD,Daños Energía,1
13057,415-11,NECOCLÍ,24,8,Turbo TyD,Daños Energía,2
13058,415-11,NECOCLÍ,24,9,Turbo TyD,Daños Energía,2
13059,415-11,NECOCLÍ,24,10,Turbo TyD,Daños Energía,2
13060,415-11,NECOCLÍ,24,11,Turbo TyD,Mantenimiento Energía,1
13061,415-11,NECOCLÍ,25,3,Turbo TyD,Mantenimiento Energía,5
13062,415-11,NECOCLÍ,25,4,Turbo TyD,Daños Energía,3
13063,415-11,NECOCLÍ,25,6,Turbo TyD,Daños Energía,7
13064,415-11,NECOCLÍ,25,7,Turbo TyD,Mantenimiento Energía,1
13065,415-11,NECOCLÍ,25,9,Turbo TyD,Daños Energía,2
13066,415-11,NECOCLÍ,25,9,Turbo TyD,Mantenimiento Energía,1
13067,415-11,NECOCLÍ,25,10,Turbo TyD,Daños Energía,3
13068,415-11,NECOCLÍ,25,11,Turbo TyD,Daños Energía,2
13069,415-11,NECOCLÍ,26,1,Turbo TyD,Daños Energía,1
13070,415-11,NECOCLÍ,26,2,Turbo TyD,Daños Energía,1
13071,415-11,NECOCLÍ,26,2,Turbo TyD,Mantenimiento Energía,1
13072,415-11,NECOCLÍ,26,3,Turbo TyD,Daños Energía,1
13073,415-11,NECOCLÍ,26,4,Turbo TyD,Daños Energía,1
13074,415-11,NECOCLÍ,26,5,Turbo TyD,Daños Energía,2
13075,415-11,NECOCLÍ,26,5,Turbo TyD,Mantenimiento Energía,1
13076,415-11,NECOCLÍ,26,8,Turbo TyD,Daños Energía,4
13077,415-11,NECOCLÍ,26,9,Turbo TyD,Daños Energía,5
13078,415-11,NECOCLÍ,26,10,Turbo TyD,Daños Energía,1
13079,415-11,NECOCLÍ,26,11,Turbo TyD,Daños Energía,1
13080,415-11,NECOCLÍ,26,12,Turbo TyD,Daños Energía,1
13081,415-11,NECOCLÍ,27,2,Turbo TyD,Daños Energía,2
13082,415-11,NECOCLÍ,27,3,Turbo TyD,Daños Energía,4
13083,415-11,NECOCLÍ,27,5,Turbo TyD,Daños Energía,2
13084,415-11,NECOCLÍ,27,6,Turbo TyD,Daños Energía,1
13085,415-11,NECOCLÍ,27,8,Turbo TyD,Daños Energía,1
13086,415-11,NECOCLÍ,27,9,Turbo TyD,Daños Energía,2
13087,415-11,NECOCLÍ,27,9,Turbo TyD,Mantenimiento Energía,2
13088,415-11,NECOCLÍ,27,10,Turbo TyD,Daños Energía,4
13089,415-11,NECOCLÍ,27,11,Turbo TyD,Mantenimiento Energía,1
13090,415-11,NECOCLÍ,28,1,Turbo TyD,Daños Energía,1
13091,415-11,NECOCLÍ,28,2,Turbo TyD,Daños Energía,1
13092,415-11,NECOCLÍ,28,3,Turbo TyD,Daños Energía,3
13093,415-11,NECOCLÍ,28,4,Turbo TyD,Daños Energía,2
13094,415-11,NECOCLÍ,28,6,Turbo TyD,Daños Energía,2
13095,415-11,NECOCLÍ,28,7,Turbo TyD,Daños Energía,1
13096,415-11,NECOCLÍ,28,8,Turbo TyD,Daños Energía,2
13097,415-11,NECOCLÍ,28,9,Turbo TyD,Daños Energía,1
13098,415-11,NECOCLÍ,28,10,Turbo TyD,Daños Energía,5
13099,415-11,NECOCLÍ,28,12,Turbo TyD,Daños Energía,1
13100,415-11,NECOCLÍ,29,1,Turbo TyD,Daños Energía,1
13101,415-11,NECOCLÍ,29,3,Turbo TyD,Daños Energía,2
13102,415-11,NECOCLÍ,29,3,Turbo TyD,Mantenimiento Energía,1
13103,415-11,NECOCLÍ,29,4,Turbo TyD,Daños Energía,2
13104,415-11,NECOCLÍ,29,5,Turbo TyD,Daños Energía,1
13105,415-11,NECOCLÍ,29,5,Turbo TyD,Mantenimiento Energía,1
13106,415-11,NECOCLÍ,29,6,Turbo TyD,Daños Energía,2
13107,415-11,NECOCLÍ,29,7,Turbo TyD,Daños Energía,1
13108,415-11,NECOCLÍ,29,7,Turbo TyD,Mantenimiento Energía,1
13109,415-11,NECOCLÍ,29,9,Turbo TyD,Daños Energía,5
13110,415-11,NECOCLÍ,29,10,Turbo TyD,Daños Energía,1
13111,415-11,NECOCLÍ,29,12,Turbo TyD,Daños Energía,1
13112,415-11,NECOCLÍ,30,1,Turbo TyD,Daños Energía,1
13113,415-11,NECOCLÍ,30,1,Turbo TyD,Mantenimiento Energía,3
13114,415-11,NECOCLÍ,30,3,Turbo TyD,Daños Energía,4
13115,415-11,NECOCLÍ,30,4,Turbo TyD,Daños Energía,1
13116,415-11,NECOCLÍ,30,5,Turbo TyD,Daños Energía,2
13117,415-11,NECOCLÍ,30,6,Turbo TyD,Daños Energía,3
13118,415-11,NECOCLÍ,30,9,Turbo TyD,Daños Energía,2
13119,415-11,NECOCLÍ,30,9,Turbo TyD,Mantenimiento Energía,1
13120,415-11,NECOCLÍ,30,12,Turbo TyD,Daños Energía,7
13121,415-11,NECOCLÍ,30,12,Turbo TyD,Mantenimiento Energía,1
13122,415-11,NECOCLÍ,31,1,Turbo TyD,Daños Energía,2
13123,415-11,NECOCLÍ,31,3,Turbo TyD,Mantenimiento Energía,2
13124,415-11,NECOCLÍ,31,7,Turbo TyD,Daños Energía,1
13125,415-11,NECOCLÍ,31,7,Turbo TyD,Mantenimiento Energía,2
13126,415-11,NECOCLÍ,31,10,Turbo TyD,Daños Energía,1
13127,415-11,NECOCLÍ,31,12,Turbo TyD,Daños Energía,1
13128,415-11,NECOCLÍ,31,12,Turbo TyD,Mantenimiento Energía,1
13129,415-11,TURBO,10,4,Turbo TyD,Mantenimiento Energía,11
13130,415-11,TURBO,23,10,Turbo TyD,Mantenimiento Energía,1
13131,415-11,TURBO,29,5,Turbo TyD,Daños Energía,1
13132,415-12,APARTADÓ,3,10,Apartado TyD,Daños Energía,1
13133,415-12,CAREPA,2,11,Turbo TyD,Daños Energía,1
13134,415-12,NECHÍ,9,2,Turbo TyD,Daños Energía,1
13135,415-12,NECHÍ,14,9,Turbo TyD,Daños Energía,1
13136,415-12,NECOCLÍ,1,1,Turbo TyD,Daños Energía,1
13137,415-12,NECOCLÍ,1,2,Turbo TyD,Mantenimiento Energía,1
13138,415-12,NECOCLÍ,1,4,Turbo TyD,Daños Energía,3
13139,415-12,NECOCLÍ,1,4,Turbo TyD,Mantenimiento Energía,3
13140,415-12,NECOCLÍ,1,5,Turbo TyD,Daños Energía,1
13141,415-12,NECOCLÍ,1,6,Turbo TyD,Daños Energía,1
13142,415-12,NECOCLÍ,1,7,Turbo TyD,Daños Energía,4
13143,415-12,NECOCLÍ,1,8,Turbo TyD,Daños Energía,3
13144,415-12,NECOCLÍ,1,8,Turbo TyD,Mantenimiento Energía,12
13145,415-12,NECOCLÍ,1,9,Turbo TyD,Daños Energía,5
13146,415-12,NECOCLÍ,1,10,Turbo TyD,Daños Energía,6
13147,415-12,NECOCLÍ,1,10,Turbo TyD,Mantenimiento Energía,2
13148,415-12,NECOCLÍ,1,11,Turbo TyD,Daños Energía,2
13149,415-12,NECOCLÍ,1,12,Turbo TyD,Daños Energía,3
13150,415-12,NECOCLÍ,2,1,Turbo TyD,Daños Energía,1
13151,415-12,NECOCLÍ,2,3,Turbo TyD,Mantenimiento Energía,1
13152,415-12,NECOCLÍ,2,4,Turbo TyD,Daños Energía,6
13153,415-12,NECOCLÍ,2,5,Turbo TyD,Daños Energía,3
13154,415-12,NECOCLÍ,2,6,Turbo TyD,Daños Energía,4
13155,415-12,NECOCLÍ,2,7,Turbo TyD,Daños Energía,11
13156,415-12,NECOCLÍ,2,7,Turbo TyD,Mantenimiento Energía,4
13157,415-12,NECOCLÍ,2,8,Turbo TyD,Daños Energía,4
13158,415-12,NECOCLÍ,2,8,Turbo TyD,Mantenimiento Energía,1
13159,415-12,NECOCLÍ,2,9,Turbo TyD,Daños Energía,5
13160,415-12,NECOCLÍ,2,9,Turbo TyD,Mantenimiento Energía,2
13161,415-12,NECOCLÍ,2,10,Turbo TyD,Daños Energía,2
13162,415-12,NECOCLÍ,2,10,Turbo TyD,Mantenimiento Energía,4
13163,415-12,NECOCLÍ,2,11,Turbo TyD,Daños Energía,7
13164,415-12,NECOCLÍ,2,12,Turbo TyD,Daños Energía,1
13165,415-12,NECOCLÍ,2,12,Turbo TyD,Mantenimiento Energía,3
13166,415-12,NECOCLÍ,3,1,Turbo TyD,Daños Energía,1
13167,415-12,NECOCLÍ,3,1,Turbo TyD,Mantenimiento Energía,1
13168,415-12,NECOCLÍ,3,4,Turbo TyD,Daños Energía,2
13169,415-12,NECOCLÍ,3,5,Turbo TyD,Daños Energía,5
13170,415-12,NECOCLÍ,3,5,Turbo TyD,Mantenimiento Energía,1
13171,415-12,NECOCLÍ,3,7,Turbo TyD,Daños Energía,11
13172,415-12,NECOCLÍ,3,7,Turbo TyD,Mantenimiento Energía,11
13173,415-12,NECOCLÍ,3,8,Turbo TyD,Daños Energía,1
13174,415-12,NECOCLÍ,3,9,Turbo TyD,Daños Energía,5
13175,415-12,NECOCLÍ,3,9,Turbo TyD,Mantenimiento Energía,1
13176,415-12,NECOCLÍ,3,10,Turbo TyD,Daños Energía,5
13177,415-12,NECOCLÍ,3,11,Turbo TyD,Daños Energía,1
13178,415-12,NECOCLÍ,3,12,Turbo TyD,Daños Energía,1
13179,415-12,NECOCLÍ,4,1,Turbo TyD,Daños Energía,7
13180,415-12,NECOCLÍ,4,1,Turbo TyD,Mantenimiento Energía,3
13181,415-12,NECOCLÍ,4,2,Turbo TyD,Daños Energía,1
13182,415-12,NECOCLÍ,4,2,Turbo TyD,Mantenimiento Energía,1
13183,415-12,NECOCLÍ,4,4,Turbo TyD,Daños Energía,5
13184,415-12,NECOCLÍ,4,6,Turbo TyD,Daños Energía,3
13185,415-12,NECOCLÍ,4,7,Turbo TyD,Daños Energía,8
13186,415-12,NECOCLÍ,4,7,Turbo TyD,Mantenimiento Energía,4
13187,415-12,NECOCLÍ,4,8,Turbo TyD,Daños Energía,2
13188,415-12,NECOCLÍ,4,8,Turbo TyD,Mantenimiento Energía,4
13189,415-12,NECOCLÍ,4,9,Turbo TyD,Daños Energía,2
13190,415-12,NECOCLÍ,4,10,Turbo TyD,Daños Energía,2
