,Circuit,Nombre_municipio,day,Month,District,ServiceType,NumberOT
13191,415-12,NECOCLÍ,4,11,Turbo TyD,Daños Energía,2
13192,415-12,NECOCLÍ,4,12,Turbo TyD,Daños Energía,2
13193,415-12,NECOCLÍ,5,1,Turbo TyD,Daños Energía,1
13194,415-12,NECOCLÍ,5,2,Turbo TyD,Daños Energía,4
13195,415-12,NECOCLÍ,5,3,Turbo TyD,Daños Energía,3
13196,415-12,NECOCLÍ,5,3,Turbo TyD,Mantenimiento Energía,1
13197,415-12,NECOCLÍ,5,4,Turbo TyD,Daños Energía,3
13198,415-12,NECOCLÍ,5,5,Turbo TyD,Daños Energía,1
13199,415-12,NECOCLÍ,5,5,Turbo TyD,Mantenimiento Energía,2
13200,415-12,NECOCLÍ,5,6,Turbo TyD,Daños Energía,6
13201,415-12,NECOCLÍ,5,6,Turbo TyD,Mantenimiento Energía,5
13202,415-12,NECOCLÍ,5,7,Turbo TyD,Daños Energía,8
13203,415-12,NECOCLÍ,5,7,Turbo TyD,Mantenimiento Energía,2
13204,415-12,NECOCLÍ,5,8,Turbo TyD,Daños Energía,7
13205,415-12,NECOCLÍ,5,9,Turbo TyD,Daños Energía,6
13206,415-12,NECOCLÍ,5,9,Turbo TyD,Mantenimiento Energía,2
13207,415-12,NECOCLÍ,5,10,Turbo TyD,Daños Energía,1
13208,415-12,NECOCLÍ,5,11,Turbo TyD,Daños Energía,2
13209,415-12,NECOCLÍ,5,11,Turbo TyD,Mantenimiento Energía,3
13210,415-12,NECOCLÍ,5,12,Turbo TyD,Daños Energía,8
13211,415-12,NECOCLÍ,5,12,Turbo TyD,Mantenimiento Energía,1
13212,415-12,NECOCLÍ,6,1,Turbo TyD,Daños Energía,4
13213,415-12,NECOCLÍ,6,1,Turbo TyD,Mantenimiento Energía,1
13214,415-12,NECOCLÍ,6,2,Turbo TyD,Daños Energía,3
13215,415-12,NECOCLÍ,6,3,Turbo TyD,Daños Energía,7
13216,415-12,NECOCLÍ,6,4,Turbo TyD,Daños Energía,1
13217,415-12,NECOCLÍ,6,5,Turbo TyD,Daños Energía,5
13218,415-12,NECOCLÍ,6,6,Turbo TyD,Daños Energía,8
13219,415-12,NECOCLÍ,6,6,Turbo TyD,Mantenimiento Energía,1
13220,415-12,NECOCLÍ,6,7,Turbo TyD,Daños Energía,4
13221,415-12,NECOCLÍ,6,7,Turbo TyD,Mantenimiento Energía,1
13222,415-12,NECOCLÍ,6,8,Turbo TyD,Daños Energía,10
13223,415-12,NECOCLÍ,6,8,Turbo TyD,Mantenimiento Energía,2
13224,415-12,NECOCLÍ,6,9,Turbo TyD,Daños Energía,5
13225,415-12,NECOCLÍ,6,9,Turbo TyD,Mantenimiento Energía,1
13226,415-12,NECOCLÍ,6,11,Turbo TyD,Daños Energía,6
13227,415-12,NECOCLÍ,6,12,Turbo TyD,Daños Energía,6
13228,415-12,NECOCLÍ,7,1,Turbo TyD,Daños Energía,2
13229,415-12,NECOCLÍ,7,1,Turbo TyD,Mantenimiento Energía,2
13230,415-12,NECOCLÍ,7,2,Turbo TyD,Daños Energía,2
13231,415-12,NECOCLÍ,7,3,Turbo TyD,Daños Energía,3
13232,415-12,NECOCLÍ,7,4,Turbo TyD,Mantenimiento Energía,1
13233,415-12,NECOCLÍ,7,5,Turbo TyD,Daños Energía,1
13234,415-12,NECOCLÍ,7,6,Turbo TyD,Daños Energía,2
13235,415-12,NECOCLÍ,7,6,Turbo TyD,Mantenimiento Energía,1
13236,415-12,NECOCLÍ,7,7,Turbo TyD,Daños Energía,4
13237,415-12,NECOCLÍ,7,7,Turbo TyD,Mantenimiento Energía,1
13238,415-12,NECOCLÍ,7,8,Turbo TyD,Daños Energía,5
13239,415-12,NECOCLÍ,7,9,Turbo TyD,Daños Energía,2
13240,415-12,NECOCLÍ,7,10,Turbo TyD,Daños Energía,3
13241,415-12,NECOCLÍ,7,11,Turbo TyD,Daños Energía,7
13242,415-12,NECOCLÍ,7,11,Turbo TyD,Mantenimiento Energía,2
13243,415-12,NECOCLÍ,7,12,Turbo TyD,Daños Energía,4
13244,415-12,NECOCLÍ,8,1,Turbo TyD,Daños Energía,2
13245,415-12,NECOCLÍ,8,2,Turbo TyD,Daños Energía,3
13246,415-12,NECOCLÍ,8,3,Turbo TyD,Daños Energía,2
13247,415-12,NECOCLÍ,8,4,Turbo TyD,Daños Energía,4
13248,415-12,NECOCLÍ,8,4,Turbo TyD,Mantenimiento Energía,2
13249,415-12,NECOCLÍ,8,5,Turbo TyD,Daños Energía,3
13250,415-12,NECOCLÍ,8,5,Turbo TyD,Mantenimiento Energía,2
13251,415-12,NECOCLÍ,8,6,Turbo TyD,Daños Energía,4
13252,415-12,NECOCLÍ,8,7,Turbo TyD,Daños Energía,2
13253,415-12,NECOCLÍ,8,7,Turbo TyD,Mantenimiento Energía,1
13254,415-12,NECOCLÍ,8,8,Turbo TyD,Daños Energía,3
13255,415-12,NECOCLÍ,8,8,Turbo TyD,Mantenimiento Energía,30
13256,415-12,NECOCLÍ,8,10,Turbo TyD,Daños Energía,2
13257,415-12,NECOCLÍ,8,11,Turbo TyD,Daños Energía,5
13258,415-12,NECOCLÍ,8,11,Turbo TyD,Mantenimiento Energía,1
13259,415-12,NECOCLÍ,8,12,Turbo TyD,Daños Energía,1
13260,415-12,NECOCLÍ,9,1,Turbo TyD,Daños Energía,3
13261,415-12,NECOCLÍ,9,1,Turbo TyD,Mantenimiento Energía,2
13262,415-12,NECOCLÍ,9,2,Turbo TyD,Daños Energía,3
13263,415-12,NECOCLÍ,9,4,Turbo TyD,Daños Energía,9
13264,415-12,NECOCLÍ,9,4,Turbo TyD,Mantenimiento Energía,1
13265,415-12,NECOCLÍ,9,5,Turbo TyD,Daños Energía,6
13266,415-12,NECOCLÍ,9,5,Turbo TyD,Mantenimiento Energía,4
13267,415-12,NECOCLÍ,9,6,Turbo TyD,Daños Energía,2
13268,415-12,NECOCLÍ,9,7,Turbo TyD,Daños Energía,6
13269,415-12,NECOCLÍ,9,8,Turbo TyD,Daños Energía,6
13270,415-12,NECOCLÍ,9,8,Turbo TyD,Mantenimiento Energía,1
13271,415-12,NECOCLÍ,9,9,Turbo TyD,Daños Energía,3
13272,415-12,NECOCLÍ,9,9,Turbo TyD,Mantenimiento Energía,1
13273,415-12,NECOCLÍ,9,10,Turbo TyD,Daños Energía,2
13274,415-12,NECOCLÍ,9,11,Turbo TyD,Daños Energía,5
13275,415-12,NECOCLÍ,9,12,Turbo TyD,Daños Energía,5
13276,415-12,NECOCLÍ,9,12,Turbo TyD,Mantenimiento Energía,2
13277,415-12,NECOCLÍ,10,2,Turbo TyD,Daños Energía,2
13278,415-12,NECOCLÍ,10,4,Turbo TyD,Daños Energía,2
13279,415-12,NECOCLÍ,10,4,Turbo TyD,Mantenimiento Energía,3
13280,415-12,NECOCLÍ,10,5,Turbo TyD,Daños Energía,11
13281,415-12,NECOCLÍ,10,5,Turbo TyD,Mantenimiento Energía,1
13282,415-12,NECOCLÍ,10,6,Turbo TyD,Daños Energía,3
13283,415-12,NECOCLÍ,10,6,Turbo TyD,Mantenimiento Energía,4
13284,415-12,NECOCLÍ,10,7,Turbo TyD,Daños Energía,7
13285,415-12,NECOCLÍ,10,8,Turbo TyD,Daños Energía,4
13286,415-12,NECOCLÍ,10,8,Turbo TyD,Mantenimiento Energía,4
13287,415-12,NECOCLÍ,10,9,Turbo TyD,Daños Energía,5
13288,415-12,NECOCLÍ,10,10,Turbo TyD,Daños Energía,4
13289,415-12,NECOCLÍ,10,11,Turbo TyD,Daños Energía,1
13290,415-12,NECOCLÍ,10,12,Turbo TyD,Daños Energía,2
13291,415-12,NECOCLÍ,10,12,Turbo TyD,Mantenimiento Energía,2
13292,415-12,NECOCLÍ,11,1,Turbo TyD,Daños Energía,6
13293,415-12,NECOCLÍ,11,2,Turbo TyD,Daños Energía,10
13294,415-12,NECOCLÍ,11,2,Turbo TyD,Mantenimiento Energía,1
13295,415-12,NECOCLÍ,11,3,Turbo TyD,Daños Energía,5
13296,415-12,NECOCLÍ,11,4,Turbo TyD,Daños Energía,3
13297,415-12,NECOCLÍ,11,4,Turbo TyD,Mantenimiento Energía,4
13298,415-12,NECOCLÍ,11,5,Turbo TyD,Daños Energía,4
13299,415-12,NECOCLÍ,11,6,Turbo TyD,Daños Energía,3
13300,415-12,NECOCLÍ,11,6,Turbo TyD,Mantenimiento Energía,2
13301,415-12,NECOCLÍ,11,7,Turbo TyD,Daños Energía,8
13302,415-12,NECOCLÍ,11,8,Turbo TyD,Daños Energía,4
13303,415-12,NECOCLÍ,11,9,Turbo TyD,Daños Energía,3
13304,415-12,NECOCLÍ,11,10,Turbo TyD,Daños Energía,2
13305,415-12,NECOCLÍ,11,10,Turbo TyD,Mantenimiento Energía,1
13306,415-12,NECOCLÍ,11,11,Turbo TyD,Daños Energía,1
13307,415-12,NECOCLÍ,11,11,Turbo TyD,Mantenimiento Energía,1
13308,415-12,NECOCLÍ,11,12,Turbo TyD,Daños Energía,5
13309,415-12,NECOCLÍ,12,2,Turbo TyD,Daños Energía,5
13310,415-12,NECOCLÍ,12,2,Turbo TyD,Mantenimiento Energía,5
13311,415-12,NECOCLÍ,12,3,Turbo TyD,Daños Energía,2
13312,415-12,NECOCLÍ,12,4,Turbo TyD,Daños Energía,6
13313,415-12,NECOCLÍ,12,4,Turbo TyD,Mantenimiento Energía,1
13314,415-12,NECOCLÍ,12,5,Turbo TyD,Daños Energía,2
13315,415-12,NECOCLÍ,12,6,Turbo TyD,Daños Energía,6
13316,415-12,NECOCLÍ,12,6,Turbo TyD,Mantenimiento Energía,1
13317,415-12,NECOCLÍ,12,7,Turbo TyD,Daños Energía,5
13318,415-12,NECOCLÍ,12,7,Turbo TyD,Mantenimiento Energía,2
13319,415-12,NECOCLÍ,12,8,Turbo TyD,Daños Energía,5
13320,415-12,NECOCLÍ,12,9,Turbo TyD,Mantenimiento Energía,1
13321,415-12,NECOCLÍ,12,10,Turbo TyD,Daños Energía,4
13322,415-12,NECOCLÍ,12,11,Turbo TyD,Daños Energía,3
13323,415-12,NECOCLÍ,12,11,Turbo TyD,Mantenimiento Energía,1
13324,415-12,NECOCLÍ,12,12,Turbo TyD,Daños Energía,1
13325,415-12,NECOCLÍ,12,12,Turbo TyD,Mantenimiento Energía,1
13326,415-12,NECOCLÍ,13,1,Turbo TyD,Daños Energía,1
13327,415-12,NECOCLÍ,13,2,Turbo TyD,Daños Energía,1
13328,415-12,NECOCLÍ,13,3,Turbo TyD,Daños Energía,3
13329,415-12,NECOCLÍ,13,3,Turbo TyD,Mantenimiento Energía,1
13330,415-12,NECOCLÍ,13,4,Turbo TyD,Daños Energía,3
13331,415-12,NECOCLÍ,13,5,Turbo TyD,Daños Energía,6
13332,415-12,NECOCLÍ,13,5,Turbo TyD,Mantenimiento Energía,2
13333,415-12,NECOCLÍ,13,6,Turbo TyD,Daños Energía,8
13334,415-12,NECOCLÍ,13,7,Turbo TyD,Daños Energía,5
13335,415-12,NECOCLÍ,13,8,Turbo TyD,Daños Energía,4
13336,415-12,NECOCLÍ,13,8,Turbo TyD,Mantenimiento Energía,3
13337,415-12,NECOCLÍ,13,9,Turbo TyD,Daños Energía,2
13338,415-12,NECOCLÍ,13,10,Turbo TyD,Daños Energía,3
13339,415-12,NECOCLÍ,13,11,Turbo TyD,Daños Energía,4
13340,415-12,NECOCLÍ,13,11,Turbo TyD,Mantenimiento Energía,3
13341,415-12,NECOCLÍ,13,12,Turbo TyD,Daños Energía,6
13342,415-12,NECOCLÍ,14,1,Turbo TyD,Daños Energía,3
13343,415-12,NECOCLÍ,14,2,Turbo TyD,Daños Energía,1
13344,415-12,NECOCLÍ,14,2,Turbo TyD,Mantenimiento Energía,2
13345,415-12,NECOCLÍ,14,3,Turbo TyD,Mantenimiento Energía,1
13346,415-12,NECOCLÍ,14,4,Turbo TyD,Daños Energía,2
13347,415-12,NECOCLÍ,14,5,Turbo TyD,Daños Energía,7
13348,415-12,NECOCLÍ,14,5,Turbo TyD,Mantenimiento Energía,3
13349,415-12,NECOCLÍ,14,6,Turbo TyD,Daños Energía,6
13350,415-12,NECOCLÍ,14,6,Turbo TyD,Mantenimiento Energía,1
13351,415-12,NECOCLÍ,14,7,Turbo TyD,Daños Energía,4
13352,415-12,NECOCLÍ,14,8,Turbo TyD,Daños Energía,2
13353,415-12,NECOCLÍ,14,8,Turbo TyD,Mantenimiento Energía,2
13354,415-12,NECOCLÍ,14,10,Turbo TyD,Daños Energía,3
13355,415-12,NECOCLÍ,14,11,Turbo TyD,Daños Energía,2
13356,415-12,NECOCLÍ,14,11,Turbo TyD,Mantenimiento Energía,1
13357,415-12,NECOCLÍ,14,12,Turbo TyD,Daños Energía,3
13358,415-12,NECOCLÍ,14,12,Turbo TyD,Mantenimiento Energía,1
13359,415-12,NECOCLÍ,15,1,Turbo TyD,Daños Energía,1
13360,415-12,NECOCLÍ,15,1,Turbo TyD,Mantenimiento Energía,2
13361,415-12,NECOCLÍ,15,2,Turbo TyD,Daños Energía,2
13362,415-12,NECOCLÍ,15,3,Turbo TyD,Daños Energía,2
13363,415-12,NECOCLÍ,15,4,Turbo TyD,Daños Energía,2
13364,415-12,NECOCLÍ,15,4,Turbo TyD,Mantenimiento Energía,1
13365,415-12,NECOCLÍ,15,5,Turbo TyD,Daños Energía,3
13366,415-12,NECOCLÍ,15,6,Turbo TyD,Daños Energía,1
13367,415-12,NECOCLÍ,15,7,Turbo TyD,Daños Energía,9
13368,415-12,NECOCLÍ,15,7,Turbo TyD,Mantenimiento Energía,13
13369,415-12,NECOCLÍ,15,8,Turbo TyD,Daños Energía,1
13370,415-12,NECOCLÍ,15,8,Turbo TyD,Mantenimiento Energía,1
13371,415-12,NECOCLÍ,15,10,Turbo TyD,Daños Energía,2
13372,415-12,NECOCLÍ,15,11,Turbo TyD,Daños Energía,2
13373,415-12,NECOCLÍ,15,12,Turbo TyD,Daños Energía,1
13374,415-12,NECOCLÍ,16,1,Turbo TyD,Daños Energía,2
13375,415-12,NECOCLÍ,16,2,Turbo TyD,Daños Energía,1
13376,415-12,NECOCLÍ,16,3,Turbo TyD,Daños Energía,4
13377,415-12,NECOCLÍ,16,3,Turbo TyD,Mantenimiento Energía,1
13378,415-12,NECOCLÍ,16,5,Turbo TyD,Daños Energía,8
13379,415-12,NECOCLÍ,16,6,Turbo TyD,Daños Energía,2
13380,415-12,NECOCLÍ,16,7,Turbo TyD,Daños Energía,7
13381,415-12,NECOCLÍ,16,7,Turbo TyD,Mantenimiento Energía,2
13382,415-12,NECOCLÍ,16,8,Turbo TyD,Daños Energía,3
13383,415-12,NECOCLÍ,16,8,Turbo TyD,Mantenimiento Energía,1
13384,415-12,NECOCLÍ,16,9,Turbo TyD,Daños Energía,3
13385,415-12,NECOCLÍ,16,9,Turbo TyD,Mantenimiento Energía,1
13386,415-12,NECOCLÍ,16,10,Turbo TyD,Daños Energía,4
13387,415-12,NECOCLÍ,16,11,Turbo TyD,Daños Energía,2
13388,415-12,NECOCLÍ,16,11,Turbo TyD,Mantenimiento Energía,1
13389,415-12,NECOCLÍ,16,12,Turbo TyD,Daños Energía,6
13390,415-12,NECOCLÍ,17,1,Turbo TyD,Daños Energía,2
13391,415-12,NECOCLÍ,17,2,Turbo TyD,Daños Energía,2
13392,415-12,NECOCLÍ,17,2,Turbo TyD,Mantenimiento Energía,1
13393,415-12,NECOCLÍ,17,4,Turbo TyD,Daños Energía,1
13394,415-12,NECOCLÍ,17,5,Turbo TyD,Daños Energía,2
13395,415-12,NECOCLÍ,17,6,Turbo TyD,Daños Energía,3
13396,415-12,NECOCLÍ,17,6,Turbo TyD,Mantenimiento Energía,7
13397,415-12,NECOCLÍ,17,7,Turbo TyD,Daños Energía,4
13398,415-12,NECOCLÍ,17,7,Turbo TyD,Mantenimiento Energía,1
13399,415-12,NECOCLÍ,17,8,Turbo TyD,Daños Energía,2
13400,415-12,NECOCLÍ,17,9,Turbo TyD,Daños Energía,1
13401,415-12,NECOCLÍ,17,9,Turbo TyD,Mantenimiento Energía,1
13402,415-12,NECOCLÍ,17,10,Turbo TyD,Daños Energía,1
13403,415-12,NECOCLÍ,17,12,Turbo TyD,Daños Energía,7
13404,415-12,NECOCLÍ,18,1,Turbo TyD,Daños Energía,1
13405,415-12,NECOCLÍ,18,2,Turbo TyD,Daños Energía,1
13406,415-12,NECOCLÍ,18,3,Turbo TyD,Daños Energía,4
13407,415-12,NECOCLÍ,18,5,Turbo TyD,Daños Energía,2
13408,415-12,NECOCLÍ,18,5,Turbo TyD,Mantenimiento Energía,2
13409,415-12,NECOCLÍ,18,6,Turbo TyD,Daños Energía,9
13410,415-12,NECOCLÍ,18,6,Turbo TyD,Mantenimiento Energía,1
13411,415-12,NECOCLÍ,18,7,Turbo TyD,Daños Energía,6
13412,415-12,NECOCLÍ,18,8,Turbo TyD,Daños Energía,2
13413,415-12,NECOCLÍ,18,9,Turbo TyD,Daños Energía,1
13414,415-12,NECOCLÍ,18,9,Turbo TyD,Mantenimiento Energía,1
13415,415-12,NECOCLÍ,18,10,Turbo TyD,Daños Energía,4
13416,415-12,NECOCLÍ,18,11,Turbo TyD,Daños Energía,5
13417,415-12,NECOCLÍ,18,12,Turbo TyD,Daños Energía,4
13418,415-12,NECOCLÍ,19,2,Turbo TyD,Daños Energía,1
13419,415-12,NECOCLÍ,19,2,Turbo TyD,Mantenimiento Energía,1
13420,415-12,NECOCLÍ,19,3,Turbo TyD,Daños Energía,9
13421,415-12,NECOCLÍ,19,5,Turbo TyD,Daños Energía,3
13422,415-12,NECOCLÍ,19,6,Turbo TyD,Daños Energía,8
13423,415-12,NECOCLÍ,19,7,Turbo TyD,Daños Energía,3
13424,415-12,NECOCLÍ,19,7,Turbo TyD,Mantenimiento Energía,2
13425,415-12,NECOCLÍ,19,8,Turbo TyD,Daños Energía,1
13426,415-12,NECOCLÍ,19,9,Turbo TyD,Daños Energía,2
13427,415-12,NECOCLÍ,19,10,Turbo TyD,Daños Energía,1
13428,415-12,NECOCLÍ,19,11,Turbo TyD,Daños Energía,5
13429,415-12,NECOCLÍ,19,11,Turbo TyD,Mantenimiento Energía,2
13430,415-12,NECOCLÍ,19,12,Turbo TyD,Daños Energía,5
13431,415-12,NECOCLÍ,19,12,Turbo TyD,Mantenimiento Energía,1
13432,415-12,NECOCLÍ,20,1,Turbo TyD,Daños Energía,2
13433,415-12,NECOCLÍ,20,2,Turbo TyD,Daños Energía,2
13434,415-12,NECOCLÍ,20,2,Turbo TyD,Mantenimiento Energía,1
13435,415-12,NECOCLÍ,20,3,Turbo TyD,Daños Energía,3
13436,415-12,NECOCLÍ,20,4,Turbo TyD,Daños Energía,1
13437,415-12,NECOCLÍ,20,5,Turbo TyD,Daños Energía,8
13438,415-12,NECOCLÍ,20,6,Turbo TyD,Daños Energía,13
13439,415-12,NECOCLÍ,20,6,Turbo TyD,Mantenimiento Energía,1
13440,415-12,NECOCLÍ,20,7,Turbo TyD,Daños Energía,2
13441,415-12,NECOCLÍ,20,8,Turbo TyD,Daños Energía,2
13442,415-12,NECOCLÍ,20,11,Turbo TyD,Daños Energía,2
13443,415-12,NECOCLÍ,20,12,Turbo TyD,Daños Energía,4
13444,415-12,NECOCLÍ,20,12,Turbo TyD,Mantenimiento Energía,1
13445,415-12,NECOCLÍ,21,1,Turbo TyD,Daños Energía,2
13446,415-12,NECOCLÍ,21,2,Turbo TyD,Daños Energía,4
13447,415-12,NECOCLÍ,21,2,Turbo TyD,Mantenimiento Energía,1
13448,415-12,NECOCLÍ,21,3,Turbo TyD,Daños Energía,1
13449,415-12,NECOCLÍ,21,4,Turbo TyD,Daños Energía,2
13450,415-12,NECOCLÍ,21,5,Turbo TyD,Daños Energía,7
13451,415-12,NECOCLÍ,21,5,Turbo TyD,Mantenimiento Energía,2
13452,415-12,NECOCLÍ,21,6,Turbo TyD,Daños Energía,6
13453,415-12,NECOCLÍ,21,6,Turbo TyD,Mantenimiento Energía,2
13454,415-12,NECOCLÍ,21,7,Turbo TyD,Daños Energía,1
13455,415-12,NECOCLÍ,21,10,Turbo TyD,Daños Energía,4
13456,415-12,NECOCLÍ,21,10,Turbo TyD,Mantenimiento Energía,1
13457,415-12,NECOCLÍ,21,11,Turbo TyD,Daños Energía,2
13458,415-12,NECOCLÍ,21,12,Turbo TyD,Daños Energía,3
13459,415-12,NECOCLÍ,22,1,Turbo TyD,Daños Energía,3
13460,415-12,NECOCLÍ,22,1,Turbo TyD,Mantenimiento Energía,1
13461,415-12,NECOCLÍ,22,2,Turbo TyD,Daños Energía,5
13462,415-12,NECOCLÍ,22,4,Turbo TyD,Daños Energía,5
13463,415-12,NECOCLÍ,22,5,Turbo TyD,Daños Energía,5
13464,415-12,NECOCLÍ,22,6,Turbo TyD,Daños Energía,5
13465,415-12,NECOCLÍ,22,6,Turbo TyD,Mantenimiento Energía,1
13466,415-12,NECOCLÍ,22,7,Turbo TyD,Daños Energía,2
13467,415-12,NECOCLÍ,22,7,Turbo TyD,Mantenimiento Energía,2
13468,415-12,NECOCLÍ,22,8,Turbo TyD,Daños Energía,3
13469,415-12,NECOCLÍ,22,9,Turbo TyD,Daños Energía,5
13470,415-12,NECOCLÍ,22,10,Turbo TyD,Daños Energía,5
13471,415-12,NECOCLÍ,22,10,Turbo TyD,Mantenimiento Energía,1
13472,415-12,NECOCLÍ,22,11,Turbo TyD,Daños Energía,5
13473,415-12,NECOCLÍ,22,12,Turbo TyD,Mantenimiento Energía,1
13474,415-12,NECOCLÍ,23,1,Turbo TyD,Daños Energía,4
13475,415-12,NECOCLÍ,23,1,Turbo TyD,Mantenimiento Energía,3
13476,415-12,NECOCLÍ,23,2,Turbo TyD,Daños Energía,7
13477,415-12,NECOCLÍ,23,3,Turbo TyD,Daños Energía,2
13478,415-12,NECOCLÍ,23,4,Turbo TyD,Daños Energía,2
13479,415-12,NECOCLÍ,23,4,Turbo TyD,Mantenimiento Energía,1
13480,415-12,NECOCLÍ,23,5,Turbo TyD,Daños Energía,6
13481,415-12,NECOCLÍ,23,6,Turbo TyD,Daños Energía,6
13482,415-12,NECOCLÍ,23,6,Turbo TyD,Mantenimiento Energía,1
13483,415-12,NECOCLÍ,23,7,Turbo TyD,Daños Energía,1
13484,415-12,NECOCLÍ,23,8,Turbo TyD,Daños Energía,4
13485,415-12,NECOCLÍ,23,9,Turbo TyD,Daños Energía,6
13486,415-12,NECOCLÍ,23,10,Turbo TyD,Daños Energía,2
13487,415-12,NECOCLÍ,23,10,Turbo TyD,Mantenimiento Energía,1
13488,415-12,NECOCLÍ,23,11,Turbo TyD,Daños Energía,1
13489,415-12,NECOCLÍ,23,12,Turbo TyD,Daños Energía,4
13490,415-12,NECOCLÍ,23,12,Turbo TyD,Mantenimiento Energía,1
13491,415-12,NECOCLÍ,24,1,Turbo TyD,Daños Energía,1
13492,415-12,NECOCLÍ,24,1,Turbo TyD,Mantenimiento Energía,1
13493,415-12,NECOCLÍ,24,3,Turbo TyD,Daños Energía,1
13494,415-12,NECOCLÍ,24,4,Turbo TyD,Daños Energía,3
13495,415-12,NECOCLÍ,24,4,Turbo TyD,Mantenimiento Energía,2
13496,415-12,NECOCLÍ,24,5,Turbo TyD,Daños Energía,3
13497,415-12,NECOCLÍ,24,5,Turbo TyD,Mantenimiento Energía,14
13498,415-12,NECOCLÍ,24,6,Turbo TyD,Daños Energía,5
13499,415-12,NECOCLÍ,24,7,Turbo TyD,Daños Energía,4
13500,415-12,NECOCLÍ,24,8,Turbo TyD,Daños Energía,2
13501,415-12,NECOCLÍ,24,8,Turbo TyD,Mantenimiento Energía,1
13502,415-12,NECOCLÍ,24,9,Turbo TyD,Daños Energía,1
13503,415-12,NECOCLÍ,24,10,Turbo TyD,Daños Energía,3
13504,415-12,NECOCLÍ,24,10,Turbo TyD,Mantenimiento Energía,1
13505,415-12,NECOCLÍ,24,11,Turbo TyD,Daños Energía,4
13506,415-12,NECOCLÍ,24,12,Turbo TyD,Daños Energía,1
13507,415-12,NECOCLÍ,25,1,Turbo TyD,Daños Energía,1
13508,415-12,NECOCLÍ,25,2,Turbo TyD,Daños Energía,2
13509,415-12,NECOCLÍ,25,3,Turbo TyD,Daños Energía,1
13510,415-12,NECOCLÍ,25,4,Turbo TyD,Daños Energía,4
13511,415-12,NECOCLÍ,25,4,Turbo TyD,Mantenimiento Energía,2
13512,415-12,NECOCLÍ,25,5,Turbo TyD,Daños Energía,3
13513,415-12,NECOCLÍ,25,6,Turbo TyD,Daños Energía,8
13514,415-12,NECOCLÍ,25,7,Turbo TyD,Daños Energía,5
13515,415-12,NECOCLÍ,25,8,Turbo TyD,Daños Energía,4
13516,415-12,NECOCLÍ,25,9,Turbo TyD,Daños Energía,5
13517,415-12,NECOCLÍ,25,10,Turbo TyD,Daños Energía,3
13518,415-12,NECOCLÍ,25,10,Turbo TyD,Mantenimiento Energía,1
13519,415-12,NECOCLÍ,25,11,Turbo TyD,Daños Energía,5
13520,415-12,NECOCLÍ,26,1,Turbo TyD,Daños Energía,2
13521,415-12,NECOCLÍ,26,2,Turbo TyD,Daños Energía,2
13522,415-12,NECOCLÍ,26,3,Turbo TyD,Daños Energía,2
13523,415-12,NECOCLÍ,26,4,Turbo TyD,Daños Energía,6
13524,415-12,NECOCLÍ,26,4,Turbo TyD,Mantenimiento Energía,1
13525,415-12,NECOCLÍ,26,5,Turbo TyD,Mantenimiento Energía,5
13526,415-12,NECOCLÍ,26,6,Turbo TyD,Daños Energía,3
13527,415-12,NECOCLÍ,26,6,Turbo TyD,Mantenimiento Energía,4
13528,415-12,NECOCLÍ,26,7,Turbo TyD,Daños Energía,8
13529,415-12,NECOCLÍ,26,8,Turbo TyD,Daños Energía,1
13530,415-12,NECOCLÍ,26,8,Turbo TyD,Mantenimiento Energía,1
13531,415-12,NECOCLÍ,26,9,Turbo TyD,Daños Energía,3
13532,415-12,NECOCLÍ,26,9,Turbo TyD,Mantenimiento Energía,1
13533,415-12,NECOCLÍ,26,10,Turbo TyD,Daños Energía,1
13534,415-12,NECOCLÍ,26,11,Turbo TyD,Daños Energía,2
13535,415-12,NECOCLÍ,26,12,Turbo TyD,Daños Energía,6
13536,415-12,NECOCLÍ,27,3,Turbo TyD,Daños Energía,1
13537,415-12,NECOCLÍ,27,4,Turbo TyD,Daños Energía,1
13538,415-12,NECOCLÍ,27,5,Turbo TyD,Daños Energía,3
13539,415-12,NECOCLÍ,27,6,Turbo TyD,Daños Energía,7
13540,415-12,NECOCLÍ,27,6,Turbo TyD,Mantenimiento Energía,2
13541,415-12,NECOCLÍ,27,7,Turbo TyD,Daños Energía,8
13542,415-12,NECOCLÍ,27,7,Turbo TyD,Mantenimiento Energía,1
13543,415-12,NECOCLÍ,27,8,Turbo TyD,Daños Energía,3
13544,415-12,NECOCLÍ,27,8,Turbo TyD,Mantenimiento Energía,1
13545,415-12,NECOCLÍ,27,9,Turbo TyD,Daños Energía,1
13546,415-12,NECOCLÍ,27,9,Turbo TyD,Mantenimiento Energía,1
13547,415-12,NECOCLÍ,27,10,Turbo TyD,Daños Energía,2
13548,415-12,NECOCLÍ,27,11,Turbo TyD,Daños Energía,3
13549,415-12,NECOCLÍ,27,12,Turbo TyD,Daños Energía,5
13550,415-12,NECOCLÍ,28,1,Turbo TyD,Daños Energía,3
13551,415-12,NECOCLÍ,28,2,Turbo TyD,Mantenimiento Energía,2
13552,415-12,NECOCLÍ,28,3,Turbo TyD,Daños Energía,4
13553,415-12,NECOCLÍ,28,3,Turbo TyD,Mantenimiento Energía,1
13554,415-12,NECOCLÍ,28,4,Turbo TyD,Daños Energía,1
13555,415-12,NECOCLÍ,28,5,Turbo TyD,Daños Energía,6
