,Nombre_municipio,Month,District,ServiceType,day,weekday,Date,NumberOT
4225,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,15,5,2019-06-15,4
4226,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,16,6,2019-06-16,5
4227,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,17,0,2019-06-17,4
4228,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,18,1,2019-06-18,8
4229,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,19,2,2019-06-19,17
4231,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,21,4,2019-06-21,11
4232,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,22,5,2019-06-22,5
4233,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,23,6,2019-06-23,7
4234,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,24,0,2019-06-24,12
4235,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,25,1,2019-06-25,12
4236,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,26,2,2019-06-26,11
4237,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,27,3,2019-06-27,5
4238,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,28,4,2019-06-28,10
4240,SAN PEDRO DE URABÁ,6,Turbo TyD,Daños Energía,30,6,2019-06-30,21
4241,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,1,5,2019-06-01,3
4242,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,2,6,2019-06-02,2
4243,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,4,1,2019-06-04,21
4244,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,5,2,2019-06-05,5
4245,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,6,3,2019-06-06,1
4246,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,7,4,2019-06-07,1
4247,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,8,5,2019-06-08,1
4248,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,13,3,2019-06-13,3
4249,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,15,5,2019-06-15,8
4250,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,17,0,2019-06-17,25
4251,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,18,1,2019-06-18,16
4252,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,21,4,2019-06-21,1
4253,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,23,6,2019-06-23,1
4254,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,24,0,2019-06-24,2
4255,SAN PEDRO DE URABÁ,6,Turbo TyD,Mantenimiento Energía,26,2,2019-06-26,1
4256,SAN PEDRO DE URABÁ,7,Apartado TyD,Daños Energía,2,1,2019-07-02,2
4257,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,1,0,2019-07-01,11
4258,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,2,1,2019-07-02,30
4260,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,4,3,2019-07-04,12
4261,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,5,4,2019-07-05,4
4262,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,6,5,2019-07-06,4
4263,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,7,6,2019-07-07,12
4264,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,8,0,2019-07-08,17
4265,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,9,1,2019-07-09,18
4266,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,10,2,2019-07-10,11
4267,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,11,3,2019-07-11,7
4268,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,12,4,2019-07-12,10
4269,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,13,5,2019-07-13,6
4270,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,14,6,2019-07-14,13
4271,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,15,0,2019-07-15,18
4272,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,16,1,2019-07-16,14
4273,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,17,2,2019-07-17,13
4275,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,19,4,2019-07-19,2
4277,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,21,6,2019-07-21,1
4278,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,22,0,2019-07-22,11
4279,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,23,1,2019-07-23,6
4280,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,24,2,2019-07-24,9
4282,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,26,4,2019-07-26,4
4283,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,27,5,2019-07-27,23
4284,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,28,6,2019-07-28,9
4285,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,29,0,2019-07-29,13
4286,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,30,1,2019-07-30,16
4287,SAN PEDRO DE URABÁ,7,Turbo TyD,Daños Energía,31,2,2019-07-31,10
4288,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,2,1,2019-07-02,3
4289,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,3,2,2019-07-03,13
4290,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,4,3,2019-07-04,1
4291,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,5,4,2019-07-05,4
4292,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,8,0,2019-07-08,1
4296,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,12,4,2019-07-12,4
4297,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,13,5,2019-07-13,1
4299,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,16,1,2019-07-16,2
4300,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,17,2,2019-07-17,5
4301,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,18,3,2019-07-18,2
4302,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,19,4,2019-07-19,1
4303,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,22,0,2019-07-22,1
4304,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,23,1,2019-07-23,2
4305,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,25,3,2019-07-25,3
4306,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,27,5,2019-07-27,3
4309,SAN PEDRO DE URABÁ,7,Turbo TyD,Mantenimiento Energía,31,2,2019-07-31,5
4313,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,4,6,2019-08-04,8
4314,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,5,0,2019-08-05,8
4315,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,6,1,2019-08-06,22
4317,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,8,3,2019-08-08,15
4319,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,10,5,2019-08-10,7
4320,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,11,6,2019-08-11,7
4324,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,15,3,2019-08-15,14
4325,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,16,4,2019-08-16,4
4326,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,17,5,2019-08-17,3
4327,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,18,6,2019-08-18,8
4329,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,20,1,2019-08-20,13
4330,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,21,2,2019-08-21,12
4331,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,22,3,2019-08-22,6
4332,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,23,4,2019-08-23,8
4334,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,25,6,2019-08-25,8
4335,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,26,0,2019-08-26,8
4336,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,27,1,2019-08-27,17
4337,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,28,2,2019-08-28,25
4338,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,29,3,2019-08-29,9
4339,SAN PEDRO DE URABÁ,8,Turbo TyD,Daños Energía,30,4,2019-08-30,5
4341,SAN PEDRO DE URABÁ,8,Turbo TyD,Mantenimiento Energía,1,3,2019-08-01,15
4342,SAN PEDRO DE URABÁ,8,Turbo TyD,Mantenimiento Energía,2,4,2019-08-02,2
4343,SAN PEDRO DE URABÁ,8,Turbo TyD,Mantenimiento Energía,5,0,2019-08-05,1
4345,SAN PEDRO DE URABÁ,8,Turbo TyD,Mantenimiento Energía,8,3,2019-08-08,2
4346,SAN PEDRO DE URABÁ,8,Turbo TyD,Mantenimiento Energía,9,4,2019-08-09,5
4347,SAN PEDRO DE URABÁ,8,Turbo TyD,Mantenimiento Energía,11,6,2019-08-11,2
4349,SAN PEDRO DE URABÁ,8,Turbo TyD,Mantenimiento Energía,14,2,2019-08-14,2
4350,SAN PEDRO DE URABÁ,8,Turbo TyD,Mantenimiento Energía,15,3,2019-08-15,2
4351,SAN PEDRO DE URABÁ,8,Turbo TyD,Mantenimiento Energía,27,1,2019-08-27,1
4352,SAN PEDRO DE URABÁ,8,Turbo TyD,Mantenimiento Energía,29,3,2019-08-29,2
4353,SAN PEDRO DE URABÁ,8,Turbo TyD,Mantenimiento Energía,30,4,2019-08-30,3
4354,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,1,6,2019-09-01,4
4355,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,2,0,2019-09-02,13
4357,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,4,2,2019-09-04,3
4358,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,5,3,2019-09-05,11
4361,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,8,6,2019-09-08,12
4362,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,9,0,2019-09-09,5
4363,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,10,1,2019-09-10,8
4364,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,11,2,2019-09-11,9
4365,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,12,3,2019-09-12,7
4366,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,13,4,2019-09-13,4
4367,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,14,5,2019-09-14,3
4368,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,15,6,2019-09-15,2
4370,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,17,1,2019-09-17,12
4371,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,18,2,2019-09-18,1
4372,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,19,3,2019-09-19,5
4373,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,20,4,2019-09-20,3
4374,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,21,5,2019-09-21,7
4375,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,22,6,2019-09-22,1
4377,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,24,1,2019-09-24,8
4378,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,25,2,2019-09-25,6
4379,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,26,3,2019-09-26,7
4380,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,27,4,2019-09-27,9
4381,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,28,5,2019-09-28,2
4383,SAN PEDRO DE URABÁ,9,Turbo TyD,Daños Energía,30,0,2019-09-30,5
4385,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,5,3,2019-09-05,1
4386,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,8,6,2019-09-08,1
4387,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,9,0,2019-09-09,1
4388,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,10,1,2019-09-10,1
4390,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,12,3,2019-09-12,1
4391,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,15,6,2019-09-15,2
4393,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,17,1,2019-09-17,3
4394,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,18,2,2019-09-18,3
4395,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,19,3,2019-09-19,1
4396,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,20,4,2019-09-20,1
4398,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,23,0,2019-09-23,1
4401,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,26,3,2019-09-26,1
4402,SAN PEDRO DE URABÁ,9,Turbo TyD,Mantenimiento Energía,30,0,2019-09-30,1
4404,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,2,2,2019-10-02,5
4406,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,4,4,2019-10-04,4
4407,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,5,5,2019-10-05,5
4408,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,6,6,2019-10-06,3
4409,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,7,0,2019-10-07,11
4410,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,8,1,2019-10-08,6
4414,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,12,5,2019-10-12,8
4415,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,13,6,2019-10-13,5
4416,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,14,0,2019-10-14,11
4418,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,16,2,2019-10-16,4
4419,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,17,3,2019-10-17,3
4422,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,20,6,2019-10-20,4
4423,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,21,0,2019-10-21,10
4424,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,22,1,2019-10-22,2
4425,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,23,2,2019-10-23,14
4427,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,25,4,2019-10-25,5
4430,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,28,0,2019-10-28,2
4431,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,29,1,2019-10-29,18
4432,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,30,2,2019-10-30,15
4433,SAN PEDRO DE URABÁ,10,Turbo TyD,Daños Energía,31,3,2019-10-31,9
4434,SAN PEDRO DE URABÁ,10,Turbo TyD,Mantenimiento Energía,1,1,2019-10-01,1
4437,SAN PEDRO DE URABÁ,10,Turbo TyD,Mantenimiento Energía,9,2,2019-10-09,1
4438,SAN PEDRO DE URABÁ,10,Turbo TyD,Mantenimiento Energía,11,4,2019-10-11,1
4439,SAN PEDRO DE URABÁ,10,Turbo TyD,Mantenimiento Energía,12,5,2019-10-12,2
4442,SAN PEDRO DE URABÁ,10,Turbo TyD,Mantenimiento Energía,15,1,2019-10-15,2
4444,SAN PEDRO DE URABÁ,10,Turbo TyD,Mantenimiento Energía,22,1,2019-10-22,3
4445,SAN PEDRO DE URABÁ,10,Turbo TyD,Mantenimiento Energía,23,2,2019-10-23,2
4446,SAN PEDRO DE URABÁ,10,Turbo TyD,Mantenimiento Energía,24,3,2019-10-24,2
4449,SAN PEDRO DE URABÁ,10,Turbo TyD,Mantenimiento Energía,29,1,2019-10-29,1
4450,SAN PEDRO DE URABÁ,10,Turbo TyD,Mantenimiento Energía,30,2,2019-10-30,4
4451,SAN PEDRO DE URABÁ,10,Turbo TyD,Mantenimiento Energía,31,3,2019-10-31,1
4452,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,1,4,2019-11-01,6
4453,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,2,5,2019-11-02,4
4454,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,3,6,2019-11-03,2
4456,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,5,1,2019-11-05,12
4457,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,6,2,2019-11-06,8
4458,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,7,3,2019-11-07,7
4460,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,9,5,2019-11-09,7
4461,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,10,6,2019-11-10,3
4462,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,11,0,2019-11-11,4
4463,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,12,1,2019-11-12,6
4464,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,13,2,2019-11-13,3
4466,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,16,5,2019-11-16,3
4467,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,17,6,2019-11-17,2
4468,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,18,0,2019-11-18,9
4469,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,19,1,2019-11-19,6
4470,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,20,2,2019-11-20,3
4471,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,21,3,2019-11-21,9
4472,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,22,4,2019-11-22,4
4474,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,24,6,2019-11-24,3
4475,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,25,0,2019-11-25,10
4476,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,26,1,2019-11-26,5
4477,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,27,2,2019-11-27,4
4478,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,28,3,2019-11-28,10
4479,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,29,4,2019-11-29,5
4480,SAN PEDRO DE URABÁ,11,Turbo TyD,Daños Energía,30,5,2019-11-30,4
4483,SAN PEDRO DE URABÁ,11,Turbo TyD,Mantenimiento Energía,8,4,2019-11-08,2
4484,SAN PEDRO DE URABÁ,11,Turbo TyD,Mantenimiento Energía,9,5,2019-11-09,1
4485,SAN PEDRO DE URABÁ,11,Turbo TyD,Mantenimiento Energía,11,0,2019-11-11,1
4487,SAN PEDRO DE URABÁ,11,Turbo TyD,Mantenimiento Energía,13,2,2019-11-13,1
4488,SAN PEDRO DE URABÁ,11,Turbo TyD,Mantenimiento Energía,16,5,2019-11-16,1
4489,SAN PEDRO DE URABÁ,11,Turbo TyD,Mantenimiento Energía,19,1,2019-11-19,2
4490,SAN PEDRO DE URABÁ,11,Turbo TyD,Mantenimiento Energía,20,2,2019-11-20,1
4491,SAN PEDRO DE URABÁ,11,Turbo TyD,Mantenimiento Energía,21,3,2019-11-21,2
4492,SAN PEDRO DE URABÁ,11,Turbo TyD,Mantenimiento Energía,22,4,2019-11-22,3
4493,SAN PEDRO DE URABÁ,11,Turbo TyD,Mantenimiento Energía,23,5,2019-11-23,1
4494,SAN PEDRO DE URABÁ,11,Turbo TyD,Mantenimiento Energía,25,0,2019-11-25,3
4495,SAN PEDRO DE URABÁ,11,Turbo TyD,Mantenimiento Energía,28,3,2019-11-28,2
4498,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,1,6,2019-12-01,5
4500,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,3,1,2019-12-03,3
4501,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,4,2,2019-12-04,9
4502,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,5,3,2019-12-05,12
4503,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,6,4,2019-12-06,3
4504,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,7,5,2019-12-07,8
4508,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,11,2,2019-12-11,6
4510,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,13,4,2019-12-13,5
4511,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,14,5,2019-12-14,4
4512,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,15,6,2019-12-15,1
4513,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,16,0,2019-12-16,13
4514,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,17,1,2019-12-17,6
4515,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,18,2,2019-12-18,6
4516,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,19,3,2019-12-19,5
4517,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,20,4,2019-12-20,2
4519,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,22,6,2019-12-22,4
4520,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,23,0,2019-12-23,9
4521,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,24,1,2019-12-24,6
4523,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,26,3,2019-12-26,10
4524,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,27,4,2019-12-27,14
4525,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,28,5,2019-12-28,3
4526,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,29,6,2019-12-29,6
4528,SAN PEDRO DE URABÁ,12,Turbo TyD,Daños Energía,31,1,2019-12-31,2
4529,SAN PEDRO DE URABÁ,12,Turbo TyD,Mantenimiento Energía,1,6,2019-12-01,1
4530,SAN PEDRO DE URABÁ,12,Turbo TyD,Mantenimiento Energía,2,0,2019-12-02,1
4531,SAN PEDRO DE URABÁ,12,Turbo TyD,Mantenimiento Energía,3,1,2019-12-03,5
4534,SAN PEDRO DE URABÁ,12,Turbo TyD,Mantenimiento Energía,13,4,2019-12-13,1
4535,SAN PEDRO DE URABÁ,12,Turbo TyD,Mantenimiento Energía,17,1,2019-12-17,1
4537,SAN PEDRO DE URABÁ,12,Turbo TyD,Mantenimiento Energía,23,0,2019-12-23,2
4538,SAN PEDRO DE URABÁ,12,Turbo TyD,Mantenimiento Energía,24,1,2019-12-24,2
4539,SAN PEDRO DE URABÁ,12,Turbo TyD,Mantenimiento Energía,26,3,2019-12-26,2
4540,SAN PEDRO DE URABÁ,12,Turbo TyD,Mantenimiento Energía,31,1,2019-12-31,1
4541,SAN VICENTE FERRER,11,Turbo TyD,Mantenimiento Energía,7,3,2019-11-07,1
4543,TURBO,1,Apartado TyD,Daños Energía,13,6,2019-01-13,1
4545,TURBO,1,Apartado TyD,Daños Energía,20,6,2019-01-20,1
4546,TURBO,1,Apartado TyD,Daños Energía,27,6,2019-01-27,1
4547,TURBO,1,Apartado TyD,Mantenimiento Energía,8,1,2019-01-08,2
4548,TURBO,1,Apartado TyD,Mantenimiento Energía,9,2,2019-01-09,3
4549,TURBO,1,Apartado TyD,Mantenimiento Energía,31,3,2019-01-31,1
4550,TURBO,1,Turbo TyD,Daños Energía,1,1,2019-01-01,4
4551,TURBO,1,Turbo TyD,Daños Energía,2,2,2019-01-02,22
4552,TURBO,1,Turbo TyD,Daños Energía,3,3,2019-01-03,10
4555,TURBO,1,Turbo TyD,Daños Energía,6,6,2019-01-06,10
4556,TURBO,1,Turbo TyD,Daños Energía,7,0,2019-01-07,4
4557,TURBO,1,Turbo TyD,Daños Energía,8,1,2019-01-08,11
4558,TURBO,1,Turbo TyD,Daños Energía,9,2,2019-01-09,21
4559,TURBO,1,Turbo TyD,Daños Energía,10,3,2019-01-10,23
4560,TURBO,1,Turbo TyD,Daños Energía,11,4,2019-01-11,17
4561,TURBO,1,Turbo TyD,Daños Energía,12,5,2019-01-12,12
4562,TURBO,1,Turbo TyD,Daños Energía,13,6,2019-01-13,11
4563,TURBO,1,Turbo TyD,Daños Energía,14,0,2019-01-14,10
4564,TURBO,1,Turbo TyD,Daños Energía,15,1,2019-01-15,18
4567,TURBO,1,Turbo TyD,Daños Energía,18,4,2019-01-18,10
4568,TURBO,1,Turbo TyD,Daños Energía,19,5,2019-01-19,8
4569,TURBO,1,Turbo TyD,Daños Energía,20,6,2019-01-20,7
4570,TURBO,1,Turbo TyD,Daños Energía,21,0,2019-01-21,10
4571,TURBO,1,Turbo TyD,Daños Energía,22,1,2019-01-22,6
4574,TURBO,1,Turbo TyD,Daños Energía,25,4,2019-01-25,11
4575,TURBO,1,Turbo TyD,Daños Energía,26,5,2019-01-26,10
4576,TURBO,1,Turbo TyD,Daños Energía,27,6,2019-01-27,15
4577,TURBO,1,Turbo TyD,Daños Energía,28,0,2019-01-28,18
4578,TURBO,1,Turbo TyD,Daños Energía,29,1,2019-01-29,17
4579,TURBO,1,Turbo TyD,Daños Energía,30,2,2019-01-30,18
4580,TURBO,1,Turbo TyD,Daños Energía,31,3,2019-01-31,19
4581,TURBO,1,Turbo TyD,Mantenimiento Energía,2,2,2019-01-02,7
4582,TURBO,1,Turbo TyD,Mantenimiento Energía,3,3,2019-01-03,6
4583,TURBO,1,Turbo TyD,Mantenimiento Energía,4,4,2019-01-04,2
4584,TURBO,1,Turbo TyD,Mantenimiento Energía,7,0,2019-01-07,1
4586,TURBO,1,Turbo TyD,Mantenimiento Energía,9,2,2019-01-09,7
4587,TURBO,1,Turbo TyD,Mantenimiento Energía,10,3,2019-01-10,5
4588,TURBO,1,Turbo TyD,Mantenimiento Energía,11,4,2019-01-11,13
4589,TURBO,1,Turbo TyD,Mantenimiento Energía,14,0,2019-01-14,11
4590,TURBO,1,Turbo TyD,Mantenimiento Energía,15,1,2019-01-15,3
4591,TURBO,1,Turbo TyD,Mantenimiento Energía,16,2,2019-01-16,6
4592,TURBO,1,Turbo TyD,Mantenimiento Energía,17,3,2019-01-17,14
4593,TURBO,1,Turbo TyD,Mantenimiento Energía,18,4,2019-01-18,9
4595,TURBO,1,Turbo TyD,Mantenimiento Energía,20,6,2019-01-20,11
